Shoulder_Right1,Shoulder_Right2,Shoulder_Right3,Elbow_Right1,Wrist_Right1,Wrist_Right2,Wrist_Right3,
-0.40636,0.228724,0.24396,1.31585,-0.525216,-0.244818,-0.748117,
-0.40632,0.228979,0.24438,1.31616,-0.525346,-0.245078,-0.748489,
-0.406131,0.22904,0.244186,1.31614,-0.525084,-0.244927,-0.748729,
-0.406219,0.228808,0.24386,1.31603,-0.525314,-0.24465,-0.747565,
-0.406117,0.229043,0.244204,1.31638,-0.525453,-0.244925,-0.748808,
-0.406111,0.228958,0.243969,1.3162,-0.525081,-0.244805,-0.746612,
-0.406055,0.228994,0.244068,1.31634,-0.525422,-0.244856,-0.747828,
-0.406007,0.229164,0.244259,1.31632,-0.525402,-0.244938,-0.748235,
-0.406003,0.228919,0.243926,1.31607,-0.525172,-0.244893,-0.748307,
-0.405961,0.229089,0.244191,1.31648,-0.525514,-0.245014,-0.74846,
-0.405807,0.229196,0.244146,1.31642,-0.525414,-0.244856,-0.749165,
-0.405874,0.228992,0.243942,1.31623,-0.525377,-0.244882,-0.747448,
-0.40578,0.229218,0.24418,1.31662,-0.525324,-0.245094,-0.748075,
-0.40578,0.22917,0.244156,1.31634,-0.525165,-0.245099,-0.747118,
-0.405683,0.229294,0.24452,1.31637,-0.525438,-0.245691,-0.750543,
-0.405659,0.22924,0.244128,1.31651,-0.525415,-0.245018,-0.747965,
-0.405637,0.229005,0.243843,1.31627,-0.525069,-0.245018,-0.748365,
-0.405619,0.229298,0.244472,1.31656,-0.525163,-0.245611,-0.748903,
-0.405508,0.229147,0.244018,1.31648,-0.524803,-0.245354,-0.748056,
-0.40552,0.229168,0.244058,1.3162,-0.524748,-0.245317,-0.746941,
-0.405385,0.229435,0.24446,1.31678,-0.525141,-0.245599,-0.747977,
-0.405447,0.229318,0.244346,1.3164,-0.524756,-0.245591,-0.747371,
-0.405346,0.22936,0.244352,1.31657,-0.524974,-0.245658,-0.74777,
-0.405337,0.229324,0.244425,1.31632,-0.524543,-0.245978,-0.746547,
-0.405332,0.229239,0.244277,1.31624,-0.524557,-0.245856,-0.746899,
-0.40532,0.229349,0.244503,1.31647,-0.524638,-0.246059,-0.747493,
-0.405075,0.229436,0.244387,1.31651,-0.524382,-0.246032,-0.747422,
-0.405141,0.22936,0.244358,1.31631,-0.52441,-0.246006,-0.746195,
-0.405063,0.2295,0.244473,1.31665,-0.524475,-0.246192,-0.746926,
-0.405036,0.229463,0.24452,1.31657,-0.524425,-0.246377,-0.746296,
-0.405014,0.229501,0.244457,1.31653,-0.524456,-0.246361,-0.747349,
-0.40499,0.229434,0.244367,1.31645,-0.524321,-0.246386,-0.745902,
-0.404907,0.229402,0.244359,1.31643,-0.524371,-0.246542,-0.746811,
-0.404957,0.22953,0.244564,1.31648,-0.524286,-0.246547,-0.74764,
-0.404865,0.229458,0.244429,1.31642,-0.524148,-0.246653,-0.746938,
-0.404826,0.229425,0.244216,1.31629,-0.52414,-0.246508,-0.746526,
-0.404678,0.229817,0.244541,1.31666,-0.524305,-0.246421,-0.747465,
-0.404582,0.229848,0.244558,1.31671,-0.524258,-0.246601,-0.747009,
-0.404652,0.229639,0.244461,1.31641,-0.524429,-0.247147,-0.750119,
-0.40461,0.229804,0.244441,1.31662,-0.524501,-0.246457,-0.747104,
-0.404579,0.229653,0.244315,1.31637,-0.52423,-0.24664,-0.746816,
-0.404647,0.22967,0.24443,1.31643,-0.524207,-0.246741,-0.747255,
-0.404385,0.229794,0.244153,1.31661,-0.524323,-0.24635,-0.74764,
-0.404582,0.229572,0.243972,1.31632,-0.524295,-0.246403,-0.746451,
-0.404476,0.229697,0.244094,1.31645,-0.524283,-0.246556,-0.746812,
-0.404443,0.229749,0.244099,1.31653,-0.524367,-0.246549,-0.74641,
-0.404399,0.229838,0.244141,1.31654,-0.524431,-0.246572,-0.747578,
-0.404409,0.229769,0.243957,1.31662,-0.524771,-0.24632,-0.747793,
-0.404376,0.229732,0.243894,1.31636,-0.524479,-0.246407,-0.748688,
-0.404338,0.229806,0.244191,1.31656,-0.52436,-0.246822,-0.74678,
-0.404211,0.229879,0.244069,1.31661,-0.52422,-0.246846,-0.746718,
-0.404236,0.22981,0.243834,1.31661,-0.524601,-0.246476,-0.746699,
-0.404134,0.230009,0.244063,1.31698,-0.524986,-0.246547,-0.748097,
-0.404193,0.229982,0.244193,1.3169,-0.524808,-0.246786,-0.746191,
-0.404171,0.229959,0.24409,1.31677,-0.524852,-0.246843,-0.747763,
-0.404148,0.229995,0.243928,1.31688,-0.524786,-0.246583,-0.746918,
-0.404085,0.229824,0.243699,1.31678,-0.524903,-0.246554,-0.747692,
-0.404064,0.230008,0.244068,1.31697,-0.524717,-0.246901,-0.747287,
-0.403895,0.230085,0.243934,1.31699,-0.524541,-0.246737,-0.747728,
-0.40389,0.230109,0.243867,1.31702,-0.52472,-0.246606,-0.747018,
-0.403846,0.230169,0.24408,1.31723,-0.524889,-0.247011,-0.747789,
-0.403884,0.229938,0.243735,1.31714,-0.524799,-0.246821,-0.746452,
-0.403821,0.230044,0.243866,1.31715,-0.524853,-0.246901,-0.747422,
-0.403777,0.229962,0.243643,1.31722,-0.524808,-0.246737,-0.747571,
-0.403744,0.229892,0.243505,1.3171,-0.524846,-0.246688,-0.74794,
-0.403713,0.230179,0.243997,1.31724,-0.524631,-0.246943,-0.74812,
-0.403592,0.230114,0.24374,1.31733,-0.524629,-0.246867,-0.74813,
-0.403665,0.229934,0.243622,1.31718,-0.524591,-0.246963,-0.747868,
-0.403533,0.230236,0.243887,1.31749,-0.524855,-0.246916,-0.748923,
-0.403564,0.230059,0.243613,1.31753,-0.524907,-0.246737,-0.748105,
-0.403483,0.230181,0.243787,1.31748,-0.525013,-0.246874,-0.748475,
-0.403508,0.230024,0.243541,1.31756,-0.524904,-0.246902,-0.747935,
-0.40341,0.230006,0.2435,1.31745,-0.524898,-0.246921,-0.748391,
-0.403416,0.230184,0.243742,1.31745,-0.524581,-0.246919,-0.748667,
-0.403292,0.230171,0.243677,1.31765,-0.52487,-0.246912,-0.748898,
-0.403326,0.230041,0.243539,1.31739,-0.524671,-0.246939,-0.748085,
-0.403297,0.230215,0.243689,1.31763,-0.52501,-0.246771,-0.749438,
-0.403222,0.23012,0.243409,1.31759,-0.524981,-0.246615,-0.748968,
-0.403192,0.230185,0.243925,1.31745,-0.524985,-0.247702,-0.750767,
-0.403106,0.230214,0.243637,1.31776,-0.525056,-0.246903,-0.747747,
-0.403014,0.230125,0.243444,1.31759,-0.524917,-0.246878,-0.748727,
-0.403004,0.230307,0.243805,1.31766,-0.524633,-0.24714,-0.748607,
-0.402985,0.230125,0.243483,1.31767,-0.524725,-0.246964,-0.747357,
-0.402921,0.229999,0.243283,1.31755,-0.524657,-0.246886,-0.746604,
-0.402914,0.230265,0.2437,1.31786,-0.525094,-0.247017,-0.748377,
-0.4028,0.230255,0.243551,1.31789,-0.524974,-0.246987,-0.747288,
-0.402817,0.230336,0.243779,1.3179,-0.525027,-0.247089,-0.747747,
-0.402719,0.230327,0.243737,1.31801,-0.524917,-0.247143,-0.746567,
-0.402653,0.23029,0.243699,1.31801,-0.524999,-0.24722,-0.746986,
-0.402707,0.23037,0.243804,1.3178,-0.524563,-0.247166,-0.747316,
-0.402563,0.230375,0.243727,1.31813,-0.524827,-0.247076,-0.747029,
-0.402536,0.230397,0.243793,1.3179,-0.524684,-0.247148,-0.746618,
-0.40261,0.230393,0.24384,1.31805,-0.524767,-0.24719,-0.747235,
-0.402403,0.230509,0.243907,1.31834,-0.524877,-0.247258,-0.746244,
-0.402496,0.230455,0.243976,1.31805,-0.524813,-0.247222,-0.747065,
-0.402409,0.23048,0.243855,1.31832,-0.524735,-0.247251,-0.74672,
-0.402333,0.230404,0.243803,1.31823,-0.524845,-0.247241,-0.746603,
-0.40237,0.230511,0.243987,1.31834,-0.524756,-0.247295,-0.746823,
-0.402202,0.230629,0.24415,1.31843,-0.524637,-0.247435,-0.746917,
-0.402311,0.230246,0.243712,1.31815,-0.524637,-0.247294,-0.746432,
-0.402174,0.230598,0.244087,1.31855,-0.524795,-0.247416,-0.746946,
-0.402204,0.230459,0.244027,1.31847,-0.524795,-0.247545,-0.745772,
-0.40214,0.230541,0.244039,1.31839,-0.524759,-0.247387,-0.747252,
-0.402121,0.23049,0.244027,1.31859,-0.524821,-0.247621,-0.745675,
-0.402026,0.230516,0.244044,1.31864,-0.525009,-0.247554,-0.746427,
-0.402144,0.230514,0.244237,1.31848,-0.524815,-0.24781,-0.746565,
-0.401939,0.230522,0.244069,1.31857,-0.524582,-0.247707,-0.745328,
-0.402015,0.230416,0.243889,1.31841,-0.524748,-0.247584,-0.746268,
-0.401904,0.230638,0.244196,1.31867,-0.524799,-0.247742,-0.746523,
-0.401874,0.23053,0.24403,1.31858,-0.524762,-0.24775,-0.745602,
-0.401816,0.230683,0.244167,1.31861,-0.524833,-0.247736,-0.747003,
-0.401785,0.23043,0.243819,1.31856,-0.524715,-0.247566,-0.746627,
-0.401754,0.230436,0.243821,1.31852,-0.524759,-0.247723,-0.746346,
-0.401798,0.230518,0.244084,1.31847,-0.524743,-0.247693,-0.747408,
-0.401593,0.230448,0.243814,1.31857,-0.524536,-0.247597,-0.745927,
-0.401718,0.230311,0.243734,1.31828,-0.524559,-0.247674,-0.745606,
-0.40158,0.230554,0.244014,1.31847,-0.524466,-0.247822,-0.745588,
-0.401548,0.230455,0.243834,1.31836,-0.524519,-0.247663,-0.745677,
-0.401489,0.230596,0.243949,1.3184,-0.52472,-0.247734,-0.746657,
-0.401529,0.230338,0.243588,1.31816,-0.524443,-0.247442,-0.746246,
-0.401441,0.230359,0.243529,1.31833,-0.52476,-0.247393,-0.747552,
-0.401464,0.230497,0.243986,1.31833,-0.524798,-0.247815,-0.746635,
-0.401277,0.230521,0.243661,1.3183,-0.524686,-0.247359,-0.747314,
-0.401358,0.230326,0.24349,1.31813,-0.524809,-0.247473,-0.746458,
-0.401307,0.230567,0.243825,1.31818,-0.524936,-0.24737,-0.747491,
-0.401231,0.230348,0.243473,1.31831,-0.525192,-0.247347,-0.746684,
-0.401214,0.230458,0.243649,1.31822,-0.525239,-0.247504,-0.747441,
-0.401197,0.230308,0.243406,1.31809,-0.524922,-0.247447,-0.746777,
-0.401114,0.230243,0.243267,1.31805,-0.525095,-0.247324,-0.747554,
-0.401132,0.230373,0.243592,1.31815,-0.525303,-0.247437,-0.748039,
-0.400927,0.230481,0.243551,1.31808,-0.525005,-0.247516,-0.747936,
-0.401015,0.230227,0.243247,1.31797,-0.525348,-0.247385,-0.747165,
-0.400909,0.230549,0.243691,1.31815,-0.52522,-0.247529,-0.748004,
-0.40094,0.230337,0.243383,1.31796,-0.525308,-0.247481,-0.747188,
-0.400857,0.230506,0.243697,1.31795,-0.52533,-0.24758,-0.747273,
-0.400837,0.230332,0.243406, 1.318,-0.525527,-0.247448,-0.747615,
-0.400786,0.230204,0.243224,1.31785,-0.525616,-0.247339,-0.748351,
-0.400821,0.230344,0.243676,1.31793,-0.525405,-0.247923,-0.747056,
-0.400607,0.230538,0.24363,1.31803,-0.525567,-0.247677,-0.748803,
-0.400641,0.230392,0.243522,1.31779,-0.525437,-0.247708,-0.746697,
-0.400627,0.230533,0.243692,1.31799,-0.525587,-0.247793,-0.747709,
-0.400576,0.230613,0.243902,1.31779,-0.52546,-0.247918,-0.747405,
-0.400555,0.230488,0.243689,1.31786,-0.525624,-0.247884,-0.747129,
-0.400494,0.230542,0.243707,1.31782,-0.52555,-0.247798,-0.747735,
-0.400533,0.230458,0.243782,1.31765,-0.52566,-0.247893,-0.746502,
-0.400526,0.230593, 0.244,1.31774,-0.525623,-0.247963,-0.747339,
-0.400349,0.23058,0.243827,1.31774,-0.525493,-0.247996,-0.746846,
-0.40046,0.230531,0.243858,1.31765,-0.525693,-0.24803,-0.746733,
-0.400408,0.230647,0.243893,1.31782,-0.525859,-0.247784,-0.748051,
-0.40037,0.230447,0.243798,1.31763,-0.525478,-0.24807,-0.746641,
-0.400364,0.230647,0.244095,1.31772,-0.525821,-0.248062,-0.746313,
-0.400251,0.230499,0.24379,1.31777,-0.525649,-0.248088,-0.746471,
-0.400332,0.230406,0.243751,1.31749,-0.525624,-0.24801,-0.746061,
-0.400292,0.230679,0.244139,1.31775,-0.525542,-0.248228,-0.746819,
-0.400222,0.230539,0.243843,1.31772,-0.525733,-0.24791,-0.746727,
-0.400208,0.230453,0.243716,1.31753,-0.52562,-0.247896,-0.74581,
-0.400129,0.230579,0.243915,1.31782,-0.525866,-0.247892,-0.746077,
-0.400154,0.230406,0.243723,1.31761,-0.525838,-0.247868,-0.746167,
-0.400065,0.230683,0.244087,1.31771,-0.526004,-0.247999,-0.745966,
-0.400078,0.230412,0.243656,1.31764,-0.525906,-0.247749,-0.745435,
-0.400059,0.230353,0.243718,1.31746,-0.525795,-0.24791,-0.744917,
-0.400017,0.230563,0.243941,1.3176,-0.525695,-0.247999,-0.746814,
-0.399876,0.230453,0.243659,1.31765,-0.525704,-0.247873,-0.745974,
-0.399867,0.230481,0.243696,1.31768,-0.526082,-0.247676,-0.745764,
-0.399852,0.230574,0.243847,1.31771,-0.526166,-0.247754,-0.747618,
-0.399833,0.230416,0.24362,1.31758,-0.525945,-0.247641,-0.746082,
-0.399709,0.230587,0.24386,1.3177,-0.526109,-0.247779,-0.746723,
-0.399687,0.230526,0.243721,1.31765,-0.526169,-0.247488,-0.746898,
-0.399675,0.230271,0.243433,1.31749,-0.526171,-0.247531,-0.746169,
-0.399613,0.230502,0.243867,1.31763,-0.525919,-0.247847,-0.746171,
-0.399546,0.2303,0.243344,1.31757,-0.52617,-0.247413,-0.746545,
-0.399534,0.230367,0.243569,1.31762,-0.526474,-0.247438,-0.746737,
-0.399471,0.230482,0.243734,1.31784,-0.526658,-0.247547,-0.747038,
-0.399433,0.230335,0.243452,1.3178,-0.526611,-0.247335,-0.746893,
-0.399406,0.230463,0.243706,1.31777,-0.526751,-0.247422,-0.747455,
-0.399335,0.230308,0.243326,1.31788,-0.526795,-0.247172,-0.747149,
-0.39931,0.230328,0.243491,1.31774,-0.526882,-0.247339,-0.747123,
-0.399266,0.230538,0.243852,1.31779,-0.526804,-0.247433,-0.747327,
-0.399169,0.230465,0.243591,1.31777,-0.526775,-0.247148,-0.748325,
-0.399161,0.230489,0.243754,1.31767,-0.526787,-0.24737,-0.746979,
-0.39915,0.230515,0.243722,1.31772,-0.526739,-0.247374,-0.747888,
-0.399096,0.230487,0.243665,1.31783,-0.527157,-0.247078,-0.747448,
-0.399072,0.230488,0.243762,1.31767,-0.52702,-0.247225,-0.747622,
-0.398973,0.230634,0.243834,1.31791,-0.527319,-0.247113,-0.747846,
-0.398963,0.230382,0.243555,1.31788,-0.52744,-0.24718,-0.748271,
-0.398971,0.230469,0.24379,1.31774,-0.527033,-0.247319,-0.747578,
-0.398805,0.230543,0.243776,1.31794,-0.52737,-0.24715,-0.74753,
-0.398955,0.230353,0.243712,1.31771,-0.527218,-0.247354,-0.746946,
-0.398816,0.230572,0.243792,1.31802,-0.527472,-0.247174,-0.748929,
-0.398927,0.230361,0.243593,1.31785,-0.527343,-0.247076,-0.748014,
-0.398818,0.230578,0.243891,1.31796,-0.527536,-0.247278,-0.749051,
-0.398863,0.230434,0.243741,1.31773,-0.527231,-0.247241,-0.74784,
-0.398756,0.230474,0.243712,1.31797,-0.527762,-0.24716,-0.748862,
-0.398802,0.230625,0.244039,1.3179,-0.527303,-0.247433,-0.748015,
-0.398709,0.230546,0.243776,1.3181,-0.527609,-0.247152,-0.748006,
-0.398787,0.23053,0.243862,1.31776,-0.527406,-0.247248,-0.747298,
-0.398771,0.230668,0.244042, 1.318,-0.527822,-0.247331,-0.748421,
-0.398759,0.230695,0.243906,1.31803,-0.527926,-0.247034,-0.749953,
-0.398775,0.230718,0.244393,1.31766,-0.527701,-0.248001,-0.750179,
-0.398722,0.230782,0.244027,1.31808,-0.527889,-0.247214,-0.748643,
-0.398772,0.230603,0.243862,1.31796,-0.527989,-0.247132,-0.748575,
-0.398822,0.230735,0.244242,1.31792,-0.527774,-0.247562,-0.748424,
-0.398802,0.230546,0.243798,1.31785,-0.527885,-0.247254,-0.747989,
-0.398811,0.230686,0.244079,1.3178,-0.527823,-0.247426,-0.746704,
-0.398834,0.230875,0.244327, 1.318,-0.528467,-0.247336,-0.748012,
-0.398912,0.230695,0.24405,1.31789,-0.528435,-0.247248,-0.747869,
-0.398911,0.230901,0.244441,1.31788,-0.528606,-0.247397,-0.746974,
-0.398937,0.230932,0.244386,1.31808,-0.529081,-0.247185,-0.747418,
-0.399019,0.230822,0.244297,1.31794,-0.529246,-0.247216,-0.747156,
-0.399126,0.230956,0.244495,1.31793,-0.529108,-0.247185,-0.74779,
-0.399122,0.231028,0.244482,1.31804,-0.529621,-0.246961,-0.747522,
-0.399224,0.231041,0.244528,1.31808,-0.529998,-0.246824,-0.747306,
-0.399353,0.231174,0.244634,1.31826,-0.530532,-0.246705,-0.748572,
-0.39944,0.231059,0.244511,1.31826,-0.5308,-0.246464,-0.747049,
-0.39959,0.231242,0.24468,1.31819,-0.531344,-0.246093,-0.74914,
-0.39977,0.231074,0.244346,1.3182,-0.531858,-0.245685,-0.748212,
-0.399861,0.231027,0.244131,1.31831,-0.532353,-0.245289,-0.74872,
-0.400141,0.231133,0.244452,1.31836,-0.532866,-0.245122,-0.74861,
-0.400168,0.23128,0.24435,1.31848,-0.533454,-0.244603,-0.749333,
-0.40054,0.231238,0.24422,1.31845,-0.534176,-0.244252,-0.748342,
-0.400777,0.231378,0.244286,1.31871,-0.535075,-0.243815,-0.749388,
-0.40106,0.231323,0.244076,1.31863,-0.535726,-0.24313,-0.749016,
-0.401301,0.231546,0.244273,1.31905,-0.536958,-0.242969,-0.750115,
-0.401618,0.2314,0.243685,1.31931,-0.53807,-0.242015,-0.750577,
-0.402056,0.231454,0.243743,1.31932,-0.539407,-0.241405,-0.752501,
-0.402485,0.23164,0.243767,1.31962,-0.540353,-0.240785,-0.7521,
-0.402673,0.231724,0.243237,1.3203,-0.541914,-0.239494,-0.752871,
-0.403252,0.23171,0.243041,1.32026,-0.543202,-0.238585,-0.752431,
-0.403688,0.232034,0.243053,1.32082,-0.544721,-0.237721,-0.754734,
-0.404103,0.232148,0.242447,1.32135,-0.546326,-0.235976,-0.754535,
-0.40471,0.232327,0.242729,1.32151,-0.548092,-0.236074,-0.758112,
-0.405228,0.232331,0.241935,1.32226,-0.549467,-0.234071,-0.755002,
-0.405832,0.232314,0.241667,1.32262,-0.551129,-0.233145,-0.755672,
-0.4065,0.232586,0.241655,1.32345,-0.553451,-0.232559,-0.761582,
-0.407123,0.232765,0.240608,1.32445,-0.555489,-0.229897,-0.756114,
-0.407983,0.232808,0.240154,1.32502,-0.557561,-0.22852,-0.756376,
-0.408697,0.233323,0.240362,1.32619,-0.559883,-0.227673,-0.756576,
-0.409513,0.2334,0.239688,1.32727,-0.561655,-0.225951,-0.758723,
-0.410297,0.233899,0.239439,1.32837,-0.564058,-0.224254,-0.759486,
-0.411247,0.234061,0.238809,1.32964,-0.565903,-0.222432,-0.760161,
-0.412047,0.234232,0.238114,1.33105,-0.56852,-0.220795,-0.760694,
-0.41313,0.23483,0.238256,1.33248,-0.570297,-0.219507,-0.762536,
-0.413913,0.235168,0.237495,1.33427,-0.572578,-0.217276,-0.763349,
-0.415132,0.235269,0.237246,1.33509,-0.574564,-0.217121,-0.767837,
-0.416192,0.236197,0.237438,1.33722,-0.57701,-0.215242,-0.771215,
-0.417287,0.236499,0.236881,1.3391,-0.578928,-0.214231,-0.772166,
-0.418486,0.237109,0.236997,1.34108,-0.581683,-0.212807,-0.776985,
-0.419778,0.237344,0.236323,1.34308,-0.582946,-0.210694,-0.778857,
-0.420856,0.237752,0.23573,1.34557,-0.585085,-0.20904,-0.781022,
-0.422575,0.238547,0.236141,1.34737,-0.586262,-0.208473,-0.782096,
-0.423892,0.239126,0.235522,1.34983,-0.587905,-0.207076,-0.782868,
-0.425403,0.239754,0.235924,1.35183,-0.589263,-0.206659,-0.782481,
-0.426996,0.24034,0.235177,1.35447,-0.590116,-0.204414,-0.787958,
-0.428576,0.240899,0.23471,1.35701,-0.591015,-0.203013,-0.788463,
-0.430314,0.241609,0.234529,1.35959,-0.592033,-0.2021,-0.789423,
-0.432065,0.242326,0.234204,1.36241,-0.59277,-0.200375,-0.792401,
-0.433972,0.24301,0.233613,1.36465,-0.590154,-0.197384,-0.797012,
-0.435929,0.243642,0.233991,1.36831,-0.593567,-0.197795,-0.796496,
-0.437792,0.244298,0.233175,1.37094,-0.592101,-0.196057,-0.797368,
-0.439871,0.245183,0.233497,1.37383,-0.591913,-0.19561,-0.803264,
-0.442137,0.246032,0.233761,1.37749,-0.593941,-0.195643,-0.801386,
-0.444245,0.24697,0.234615,1.38108,-0.594701,-0.196181,-0.798486,
-0.446735,0.247763,0.23519,1.38408,-0.593487,-0.19582,-0.7966,
-0.448957,0.248264,0.234882,1.38757,-0.593506,-0.195902,-0.794556,
-0.45167,0.249554,0.235982,1.39102,-0.593319,-0.19581,-0.790881,
-0.45421,0.250377,0.236382,1.3944,-0.592435,-0.195699,-0.786789,
-0.456652,0.251421,0.236881,1.39736,-0.590944,-0.196235,-0.78396,
-0.459527,0.252465,0.237386,1.4014,-0.590583,-0.195455,-0.784334,
-0.462338,0.253514,0.237789,1.40485,-0.588876,-0.196331,-0.778649,
-0.465251,0.254614,0.23825,1.40861,-0.587906,-0.196895,-0.776224,
-0.468326,0.255625,0.239144,1.41221,-0.586556,-0.198249,-0.779056,
-0.471448,0.256642,0.239953,1.41624,-0.585664,-0.199193,-0.780296,
-0.474734,0.25785,0.241076,1.41984,-0.584127,-0.199911,-0.778852,
-0.478045,0.259048,0.241855,1.42368,-0.583317,-0.201641,-0.775206,
-0.48132,0.260177,0.242002,1.42755,-0.582102,-0.201738,-0.771728,
-0.484655,0.261133,0.242275,1.43129,-0.580736,-0.202459,-0.766758,
-0.488035,0.262226,0.242669,1.43565,-0.579881,-0.203034,-0.765743,
-0.491591,0.262941,0.242983,1.43898,-0.577048,-0.20374,-0.759818,
-0.495053,0.264005,0.24349,1.44326,-0.576483,-0.205227,-0.758487,
-0.498786,0.265057,0.244141,1.44725,-0.57465,-0.206252,-0.753279,
-0.50242,0.265947,0.244227,1.45141,-0.573102,-0.20821,-0.752593,
-0.505991,0.266638,0.244162,1.45585,-0.573272,-0.209649,-0.748859,
-0.509657,0.267147,0.243623,1.45999,-0.571574,-0.210264,-0.753847,
-0.513426,0.268079,0.243733,1.46415,-0.570559,-0.211542,-0.755667,
-0.517274,0.268943,0.243677,1.46882,-0.570147,-0.212337,-0.75739,
-0.521143,0.269639,0.243443,1.47326,-0.568921,-0.212679,-0.756806,
-0.525248,0.270434,0.243336,1.47749,-0.567847,-0.213203,-0.757573,
-0.529296,0.271093,0.243133,1.4818,-0.567034,-0.213672,-0.757935,
-0.533368,0.272225,0.243202,1.48635,-0.566876,-0.214804,-0.75732,
-0.537661,0.272809,0.243137,1.49008,-0.564999,-0.216156,-0.759574,
-0.541892,0.273551,0.242914,1.4947,-0.564356,-0.21712,-0.761322,
-0.545993,0.274485,0.242853,1.49943,-0.563635,-0.21753,-0.76409,
-0.550517,0.275112,0.24194,1.5037,-0.562964,-0.216994,-0.768602,
-0.555113,0.27617,0.242249,1.50783,-0.562848,-0.218593,-0.76861,
-0.559835,0.277256,0.242224,1.51204,-0.562468,-0.21925,-0.769863,
-0.564374,0.278239,0.241954,1.51682,-0.560423,-0.219402,-0.767204,
-0.568533,0.278754,0.240304,1.52123,-0.559151,-0.21845,-0.764233,
-0.572488,0.278493,0.238999,1.52585,-0.558074,-0.220011,-0.76676,
-0.576981,0.279447,0.238657,1.53024,-0.556417,-0.219832,-0.770927,
-0.581321,0.279603,0.23852,1.53443,-0.554469,-0.221113,-0.766626,
-0.585842,0.280299,0.237911,1.53877,-0.553236,-0.221974,-0.767091,
-0.58994,0.279958,0.236898,1.54288,-0.5512,-0.221555,-0.76269,
-0.594619,0.281026,0.236672,1.54694,-0.549357,-0.221875,-0.758771,
-0.599056,0.281491,0.237764,1.55032,-0.546794,-0.226799,-0.749108,
-0.60398,0.282151,0.237745,1.55366,-0.54459,-0.228394,-0.744669,
-0.608934,0.283108,0.237797,1.55759,-0.542962,-0.22968,-0.74408,
-0.613944,0.284364,0.238237,1.56135,-0.541258,-0.230713,-0.743626,
-0.618897,0.284912,0.238241,1.56521,-0.539256,-0.230804,-0.74305,
-0.623517,0.285081,0.238093,1.56893,-0.537759,-0.233642,-0.740706,
-0.628078,0.285326,0.237885,1.57248,-0.536218,-0.235441,-0.740925,
-0.633159,0.28638,0.238098,1.57591,-0.534738,-0.236438,-0.740544,
-0.638198,0.286992,0.238272,1.57919,-0.533531,-0.238547,-0.739213,
-0.643216,0.28781,0.238425,1.58254,-0.532074,-0.240073,-0.739247,
-0.648257,0.288386,0.23848,1.58615,-0.530825,-0.24141,-0.738101,
-0.653889,0.289802,0.239879,1.5892,-0.529995,-0.243491,-0.745051,
-0.659429,0.29078,0.241299, 1.592,-0.52789,-0.245413,-0.746159,
-0.66485,0.29232,0.242467,1.59535,-0.52825,-0.248221,-0.749487,
-0.67021,0.293164,0.242915,1.59911,-0.528449,-0.248946,-0.754475,
-0.675524,0.294404,0.243982,1.60174,-0.52597,-0.250697,-0.750125,
-0.680851,0.295375,0.244623,1.60477,-0.52507,-0.251769,-0.75112,
-0.686085,0.296015,0.244612,1.60798,-0.524614,-0.251324,-0.759086,
-0.6915,0.296748,0.245169,1.61101,-0.524408,-0.252849,-0.760033,
-0.696713,0.297796,0.245339,1.6139,-0.52356,-0.252883,-0.770118,
-0.701976,0.298598,0.246567,1.61604,-0.521571,-0.255256,-0.770066,
-0.707231,0.299518,0.246938, 1.619,-0.521154,-0.255394,-0.773456,
-0.712483,0.30039,0.248153,1.62157,-0.520129,-0.257226,-0.770089,
-0.717731,0.301368,0.248268,1.62433,-0.519857,-0.256926,-0.775526,
-0.722901,0.302082,0.249551,1.62589,-0.516632,-0.259366,-0.763858,
-0.727971,0.302964,0.250438,1.62884,-0.516741,-0.26085,-0.7639,
-0.733003,0.303766,0.252108,1.63032,-0.513328,-0.263794,-0.749291,
-0.738101,0.304623,0.25274,1.63287,-0.513211,-0.264776,-0.749154,
-0.743289,0.305213,0.251325,1.63641,-0.515844,-0.262154,-0.769325,
-0.748266,0.305996,0.252002,1.63852,-0.514432,-0.263034,-0.76522,
-0.753199,0.306763,0.251835,1.64113,-0.515535,-0.261654,-0.774963,
-0.758279,0.307534,0.252552,1.64324,-0.514806,-0.262276,-0.773172,
-0.763289,0.308362,0.252947,1.64507,-0.514311,-0.262009,-0.775527,
-0.768483,0.309313,0.253996,1.64676,-0.514312,-0.262966,-0.775507,
-0.77364,0.309857,0.254462,1.64845,-0.513899,-0.263314,-0.774439,
-0.777486,0.310076,0.254041,1.65071,-0.512729,-0.263064,-0.763946,
-0.780942,0.30961,0.251632,1.65379,-0.513971,-0.260373,-0.763911,
-0.784711,0.309385,0.250294,1.65623,-0.513576,-0.259134,-0.759107,
-0.788792,0.309487,0.249721,1.65812,-0.513302,-0.258633,-0.756585,
-0.797172,0.314787,0.257997,1.65644,-0.514649,-0.262661,-0.757353,
-0.801892,0.315733,0.258899,1.65762,-0.513992,-0.26194,-0.759156,
-0.806898,0.316978,0.260282,1.65836,-0.51485,-0.262438,-0.762655,
-0.811912,0.318226,0.262323,1.6589,-0.514642,-0.26373,-0.759503,
-0.8168,0.319141,0.262716,1.65975,-0.515543,-0.263155,-0.766381,
-0.821441,0.31961,0.263207,1.66098,-0.515857,-0.262761,-0.768113,
