Shoulder_Right1,Shoulder_Right2,Shoulder_Right3,Elbow_Right1,Wrist_Right1,Wrist_Right2,Wrist_Right3,
-0.825846,0.320268,0.264063,1.66228,-0.516875,-0.262673,-0.769086,
-0.830848,0.321019,0.264945,1.66264,-0.516311,-0.262553,-0.767077,
-0.83517,0.321488,0.265296,1.66369,-0.517888,-0.261874,-0.768175,
-0.839847,0.322387,0.266697,1.66396,-0.518264,-0.262291,-0.769419,
-0.845212,0.323825,0.267846,1.66356,-0.518852,-0.261638,-0.7773,
-0.849797,0.32436,0.269714,1.66287,-0.517861,-0.265047,-0.773612,
-0.854195,0.324323,0.269996,1.66275,-0.518727,-0.266967,-0.796457,
-0.858619,0.324274,0.270353,1.66312,-0.518953,-0.266286,-0.796788,
-0.863077,0.324794,0.270943,1.66345,-0.51944,-0.26713,-0.80155,
-0.867455,0.325935,0.272489,1.66266,-0.518893,-0.267463,-0.802607,
-0.871784,0.327009,0.273804,1.66202,-0.518208,-0.268103,-0.80429,
-0.876103,0.327148,0.274662,1.66285,-0.520473,-0.267139,-0.796429,
-0.880338,0.327284,0.274069,1.66423,-0.524852,-0.264894,-0.802715,
-0.88438,0.327356,0.274597,1.66424,-0.525216,-0.264863,-0.792801,
-0.888493,0.32786,0.27491,1.66446,-0.527307,-0.263621,-0.790897,
-0.892505,0.328215,0.275802,1.66461,-0.529737,-0.263659,-0.787651,
-0.896451,0.328675,0.27626,1.66496,-0.530952,-0.262621,-0.783993,
-0.900392,0.329181,0.277096,1.6647,-0.533632,-0.261744,-0.785339,
-0.904362,0.329487,0.277721,1.66442,-0.536055,-0.261655,-0.783397,
-0.908144,0.330006,0.27828,1.66406,-0.538017,-0.260834,-0.783043,
-0.911931,0.330307,0.278927,1.66348,-0.539354,-0.260324,-0.780054,
-0.915464,0.330597,0.279453,1.66313,-0.540944,-0.259843,-0.779376,
-0.919349,0.330274,0.279867,1.66203,-0.542344,-0.258031,-0.778354,
-0.922563,0.330504,0.279819,1.66149,-0.543894,-0.256336,-0.775094,
-0.926224,0.330495,0.28016,1.66058,-0.545526,-0.255774,-0.775459,
-0.929119,0.330833,0.280393,1.66038,-0.547213,-0.254564,-0.773958,
-0.932737,0.331277,0.281499,1.65882,-0.548644,-0.254972,-0.769898,
-0.935858,0.331344, 0.281,1.65862,-0.551868,-0.252204,-0.779046,
-0.938993,0.331608,0.281775,1.65701,-0.551993,-0.251746,-0.773011,
-0.942476,0.331804,0.282144,1.65584,-0.553779,-0.25136,-0.770636,
-0.945695,0.331968,0.282678,1.65431,-0.554971,-0.250229,-0.772067,
-0.948744,0.332137,0.283097,1.65318,-0.556221,-0.249476,-0.769773,
-0.951879,0.332319,0.283501,1.65163,-0.558875,-0.249207,-0.772051,
-0.954646,0.332417,0.284009,1.65034,-0.560727,-0.248581,-0.772666,
-0.957881,0.332838,0.28424,1.64897,-0.563195,-0.247009,-0.774616,
-0.960565,0.332964,0.28518,1.64723,-0.563961,-0.247274,-0.770253,
-0.962836,0.333064,0.285183,1.64639,-0.566645,-0.246163,-0.774736,
-0.965653,0.333268,0.285658,1.64467,-0.56808,-0.245333,-0.773191,
-0.967994,0.333608,0.28593,1.64339,-0.569823,-0.244297,-0.774871,
-0.970466,0.333755,0.286381,1.64172,-0.57142,-0.243645,-0.772947,
-0.972997,0.334023,0.286689,1.6403,-0.573121,-0.241936,-0.774339,
-0.975006,0.334143,0.287452,1.6387,-0.575249,-0.242261,-0.772623,
-0.977477,0.334595,0.287229,1.63753,-0.57846,-0.239708,-0.780473,
-0.979499,0.334734,0.287864,1.63556,-0.578684,-0.239126,-0.774567,
-0.981354,0.335116,0.288106,1.63411,-0.580395,-0.23837,-0.774251,
-0.983575,0.335215,0.288568,1.63219,-0.58205,-0.237583,-0.774836,
-0.985563,0.335496,0.288784,1.6308,-0.583749,-0.236089,-0.776672,
-0.987302,0.335784,0.28916,1.62897,-0.585621,-0.235413,-0.776123,
-0.989389,0.335948,0.289427,1.62738,-0.587834,-0.234426,-0.777909,
-0.990845,0.336272,0.289635,1.62592,-0.589578,-0.233283,-0.780154,
-0.99255,0.336658,0.290654,1.62378,-0.589891,-0.233493,-0.771773,
-0.993899,0.336932,0.290518,1.6226,-0.592517,-0.232162,-0.778516,
-0.995419,0.337009,0.290661, 1.621,-0.594145,-0.230955,-0.778258,
-0.996912,0.33716,0.290816,1.61943,-0.595515,-0.230048,-0.77573,
-0.998285,0.337585,0.290899,1.61794,-0.597323,-0.228485,-0.77618,
-0.999535,0.337789,0.29098,1.61628,-0.598216,-0.227159,-0.774758,
-1.00103,0.338051,0.291249,1.61499,-0.601088,-0.226379,-0.774884,
-1.002,0.338138,0.291327,1.61367,-0.602566,-0.225438,-0.775114,
-1.00349,0.338457,0.291535,1.61163,-0.603312,-0.224198,-0.77301,
-1.00452,0.338617,0.291779,1.61057,-0.605922,-0.223889,-0.77132,
-1.00555,0.338726,0.292158,1.6089,-0.60711,-0.223595,-0.768479,
-1.00671,0.338963,0.292131,1.60747,-0.608558,-0.222278,-0.767329,
-1.00797,0.339142,0.292516,1.60569,-0.610256,-0.22196,-0.767482,
-1.00912,0.339074,0.292629,1.60416,-0.611847,-0.221014,-0.766768,
-1.0101,0.339585,0.292654,1.60331,-0.614721,-0.219876,-0.767201,
-1.01097,0.339561,0.293455,1.60129,-0.614799,-0.220744,-0.760493,
-1.01177,0.33973,0.293157,1.60007,-0.616869,-0.219574,-0.763407,
-1.01257,0.339851,0.293537,1.59836,-0.617829,-0.219675,-0.761659,
-1.01329,0.339898,0.293485,1.59701,-0.619346,-0.21897,-0.762646,
-1.01409,0.340086,0.293519,1.59545,-0.620329,-0.218458,-0.760156,
-1.01484,0.340333,0.293516,1.59406,-0.621684,-0.217625,-0.760393,
-1.0156,0.340324,0.293678,1.59226,-0.622493,-0.217427,-0.758976,
-1.01625,0.340636,0.293661, 1.591,-0.623659,-0.216735,-0.760156,
-1.01667,0.340643,0.293737,1.58952,-0.624258,-0.216517,-0.757892,
-1.01749,0.340964,0.293599,1.58798,-0.625461,-0.215471,-0.758763,
-1.01791,0.341073,0.293742,1.58652,-0.626078,-0.215271,-0.756784,
-1.01836,0.341167,0.293262,1.58535,-0.627402,-0.21397,-0.758733,
-1.01896,0.341284,0.293113,1.58394,-0.628544,-0.213561,-0.758318,
-1.01949,0.341676,0.29291,1.58265,-0.629651,-0.212713,-0.759781,
-1.01986,0.341801,0.292662,1.5813,-0.630407,-0.211993,-0.758957,
-1.02042,0.34208,0.292768,1.57976,-0.630873,-0.211944,-0.758282,
-1.02061,0.342197,0.292678,1.57851,-0.631382,-0.211686,-0.756285,
-1.02124,0.342395,0.292399,1.57701,-0.63226,-0.210869,-0.755946,
-1.02153,0.342464,0.292327,1.57567,-0.632602,-0.210747,-0.754549,
-1.02191,0.342678,0.292052,1.5744,-0.633668,-0.20996,-0.756015,
-1.02228,0.342875,0.291526,1.57325,-0.63479,-0.209233,-0.756656,
-1.02273,0.343145,0.291567,1.57191,-0.635696,-0.20908,-0.756886,
-1.02299,0.343319,0.29126,1.57078,-0.636822,-0.208684,-0.75777,
-1.02344,0.343472,0.290808,1.56941,-0.637043,-0.207895,-0.758066,
-1.02351,0.343567,0.290568,1.56846,-0.638029,-0.207643,-0.758405,
-1.02407,0.3439,0.290324,1.5671,-0.638686,-0.207222,-0.758886,
-1.02427,0.344039,0.290118,1.56609,-0.639559,-0.207053,-0.759275,
-1.02449,0.344122,0.289831,1.56493,-0.63999,-0.20682,-0.759013,
-1.02479,0.344311,0.289426,1.56383,-0.640566,-0.206328,-0.759046,
-1.02514,0.344617,0.289468,1.56254,-0.640899,-0.206351,-0.759457,
-1.02526,0.344617,0.289359,1.56142,-0.640913,-0.206615,-0.756966,
-1.0257,0.344928,0.289076,1.56035,-0.641607,-0.20617,-0.75928,
-1.02581,0.345078,0.289055,1.55932,-0.641765,-0.206205,-0.758719,
-1.02628,0.345347,0.288861,1.55809,-0.64209,-0.20623,-0.75934,
-1.02643,0.345481,0.288888,1.55692,-0.641707,-0.206376,-0.757069,
-1.02671,0.345767,0.288807,1.55604,-0.642388,-0.206276,-0.759143,
-1.02699,0.346017,0.288836,1.55487,-0.641641,-0.206807,-0.756014,
-1.02744,0.346485,0.289082,1.55361,-0.641678,-0.206985,-0.757188,
-1.02761,0.346724,0.288992,1.55285,-0.641954,-0.207024,-0.757815,
-1.02797,0.347074,0.288915,1.55196,-0.641907,-0.206938,-0.759586,
-1.02806,0.347271,0.289318,1.55085,-0.641145,-0.207943,-0.756287,
-1.02851,0.347674,0.289363,1.54989,-0.641455,-0.207822,-0.757156,
-1.02878,0.348146,0.289803,1.54888,-0.640888,-0.208282,-0.755926,
-1.02894,0.34844,0.289676,1.54826,-0.640972,-0.20787,-0.7581,
-1.02929,0.348723,0.289427,1.54748,-0.640848,-0.207364,-0.758448,
-1.02962,0.349149,0.290318,1.54623,-0.639926,-0.208611,-0.754606,
-1.02989,0.34954,0.290022,1.5458,-0.640929,-0.207566,-0.758612,
-1.03024,0.349837,0.290407,1.5449,-0.640316,-0.20808,-0.758115,
-1.0304,0.350075,0.290535,1.54409,-0.63998,-0.208081,-0.757144,
-1.03082,0.350475,0.290749,1.54329,-0.640058,-0.208021,-0.75783,
-1.03099,0.350772,0.291067,1.54255,-0.639813,-0.208066,-0.757725,
-1.03125,0.351095,0.291351,1.54187,-0.639814,-0.208113,-0.758658,
-1.03151,0.351352,0.291577,1.54108,-0.63923,-0.208293,-0.755445,
-1.03183,0.351882,0.291894,1.54039,-0.639161,-0.207858,-0.756882,
-1.03205,0.352093,0.292255,1.53966,-0.638984,-0.208211,-0.75588,
-1.0324,0.352494,0.292213,1.5392,-0.639126,-0.207512,-0.758185,
-1.03251,0.352815,0.292288,1.53889,-0.63979,-0.206937,-0.761603,
-1.03287,0.353266,0.292871,1.53815,-0.639366,-0.207316,-0.758786,
-1.03303,0.353637,0.292921,1.53772,-0.639606,-0.206466,-0.761698,
-1.03323,0.353869,0.292484,1.53757,-0.640726,-0.204959,-0.768444,
-1.03346,0.354195,0.293536,1.53669,-0.63939,-0.206481,-0.759325,
-1.03377,0.354608,0.294005,1.53611,-0.639368,-0.206427,-0.760586,
-1.03391,0.354824,0.294227,1.53562,-0.63924,-0.206389,-0.759051,
-1.03424,0.355281,0.2947,1.53509,-0.639149,-0.206451,-0.759813,
-1.03427,0.355491,0.294767,1.53489,-0.639555,-0.205881,-0.761206,
-1.03463,0.35591,0.295449,1.53416,-0.639208,-0.206206,-0.758831,
-1.03474,0.356118,0.29576,1.53373,-0.639038,-0.206304,-0.758125,
-1.03485,0.356429,0.296375,1.53322,-0.638535,-0.206652,-0.755599,
-1.03507,0.356759,0.296651,1.53291,-0.638798,-0.206506,-0.755764,
-1.03534,0.357075,0.297248,1.53235,-0.638556,-0.206835,-0.754207,
-1.03542,0.357296,0.296948,1.53233,-0.639386,-0.205593,-0.757446,
-1.03568,0.357538,0.297392,1.5319,-0.639364,-0.20581,-0.758091,
-1.03568,0.357743,0.29737,1.53184,-0.639584,-0.205274,-0.759214,
-1.03602,0.358029,0.297945,1.53123,-0.639293,-0.205669,-0.757417,
-1.03608,0.358221,0.298023,1.53105,-0.639482,-0.205352,-0.758761,
-1.03627,0.358457,0.298293,1.53079,-0.639723,-0.205167,-0.759753,
-1.03631,0.358639,0.298238,1.5307,-0.639787,-0.204653,-0.76006,
-1.03654,0.358872,0.298584,1.53027,-0.639548,-0.204701,-0.759318,
-1.03661,0.35904,0.29886,1.52987,-0.639214,-0.20476,-0.758308,
-1.03681,0.359228,0.299016,1.52962,-0.639142,-0.204711,-0.759148,
-1.03676,0.359317,0.299272,1.5294,-0.638936,-0.204922,-0.758168,
-1.03699,0.359579,0.298979,1.52938,-0.639634,-0.20394,-0.762226,
-1.03705,0.359703,0.299545,1.52889,-0.638774,-0.204686,-0.758905,
-1.03708,0.35981,0.299568,1.52875,-0.638796,-0.204572,-0.75995,
-1.03717,0.359919,0.299497,1.52864,-0.638693,-0.204408,-0.759384,
-1.03738,0.360191,0.299773,1.52827,-0.638378,-0.204491,-0.75896,
-1.03737,0.360285,0.299801,1.5282,-0.638545,-0.204434,-0.759769,
-1.0375,0.360451,0.30027,1.52784,-0.63781,-0.205301,-0.757976,
-1.03745,0.360491,0.300252,1.52785,-0.638049,-0.205125,-0.759527,
-1.03764,0.360657,0.300005,1.5278,-0.638357,-0.204531,-0.761725,
-1.03768,0.360799,0.30051,1.52755,-0.63792,-0.205256,-0.75989,
-1.03764,0.360884,0.300349,1.52761,-0.638227,-0.205013,-0.761843,
-1.03768,0.360893,0.300365,1.52752,-0.637881,-0.205241,-0.759962,
-1.03781,0.361174,0.300636,1.52732,-0.637723,-0.205394,-0.760797,
-1.03772,0.361132,0.30055,1.52729,-0.637724,-0.205404,-0.760065,
-1.0378,0.361272,0.300756,1.5271,-0.637284,-0.205977,-0.759599,
-1.03777,0.36133,0.300643,1.52717,-0.637487,-0.205625,-0.76093,
-1.03778,0.361374,0.300517,1.52719,-0.637446,-0.205676,-0.760874,
-1.03773,0.361463,0.300734,1.52704,-0.636853,-0.205995,-0.759504,
-1.03769,0.361472,0.300766,1.52701,-0.636849,-0.206149,-0.760701,
-1.03769,0.361541,0.300429,1.52719,-0.637008,-0.205647,-0.760738,
-1.03774,0.36163,0.300511,1.52709,-0.636967,-0.205711,-0.761743,
-1.0377,0.361662,0.300691,1.52689,-0.636461,-0.206125,-0.759351,
-1.03772,0.361716,0.3005,1.52695,-0.636457,-0.205974,-0.7609,
-1.03757,0.361687,0.300692,1.52684,-0.635923,-0.206422,-0.758543,
-1.03762,0.361785,0.300562,1.5268,-0.635876,-0.206293,-0.759303,
-1.03758,0.361912,0.300694,1.52684,-0.635979,-0.206411,-0.760019,
-1.03758,0.361957,0.300679,1.52681,-0.635883,-0.206316,-0.760908,
-1.03747,0.361899,0.300453,1.52691,-0.635653,-0.206341,-0.759448,
-1.03766,0.362133,0.3005,1.52682,-0.635979,-0.206006,-0.762254,
-1.03755,0.362105,0.300507,1.52679,-0.635787,-0.206201,-0.761173,
-1.0376,0.362236,0.300479,1.52674,-0.635412,-0.20619,-0.761161,
-1.03742,0.362213,0.300632,1.52675,-0.635178,-0.206546,-0.760439,
-1.03755,0.362271,0.300539,1.52674,-0.635268,-0.206461,-0.760779,
-1.03745,0.362429,0.300705,1.52689,-0.635524,-0.206496,-0.762718,
-1.03743,0.362477,0.3005,1.52699,-0.635566,-0.20607,-0.763451,
-1.03742,0.362496,0.300799,1.52667,-0.634589,-0.206866,-0.759533,
-1.03747,0.362653,0.300713,1.52683,-0.635098,-0.206391,-0.761915,
-1.03735,0.362593,0.300771,1.5268,-0.63461,-0.206671,-0.760141,
-1.03742,0.362718,0.300963,1.52671,-0.634168,-0.207024,-0.759648,
-1.03738,0.362764,0.301045,1.52681,-0.634382,-0.20705,-0.759576,
-1.03741,0.362904,0.300841,1.52685,-0.634487,-0.206565,-0.761569,
-1.03732,0.362916,0.300827, 1.527,-0.634624,-0.206626,-0.762556,
-1.03725,0.362949,0.300711,1.52709,-0.634742,-0.206418,-0.764304,
-1.03727,0.363008,0.300847,1.52707,-0.6343,-0.206833,-0.761832,
-1.03735,0.363188,0.301128,1.52693,-0.634077,-0.207026,-0.761859,
-1.03723,0.363119,0.301133,1.52691,-0.633746,-0.207167,-0.76031,
-1.03725,0.363264,0.301259,1.52693,-0.633441,-0.207525,-0.760228,
-1.03707,0.36331,0.301446,1.52703,-0.633364,-0.207912,-0.760343,
-1.03717,0.363372,0.301154,1.52718,-0.633774,-0.207447,-0.762405,
-1.0371,0.363451,0.301284,1.52729,-0.63375,-0.207664,-0.763404,
-1.03701,0.36348,0.301181,1.52748,-0.633975,-0.207541,-0.764925,
-1.03695,0.363478,0.301086,1.52759,-0.633664,-0.207744,-0.764119,
-1.03701,0.36369,0.301501,1.5274,-0.633063,-0.208247,-0.763093,
-1.03689,0.363742,0.301543,1.52742,-0.632826,-0.20836,-0.762922,
-1.03677,0.363669,0.301405,1.52763,-0.632593,-0.208578,-0.762799,
-1.03667,0.363824,0.301692,1.52772,-0.632399,-0.208957,-0.762806,
-1.03668,0.363825,0.301645,1.52774,-0.632211,-0.209126,-0.761646,
-1.03657,0.363933,0.30165, 1.528,-0.632264,-0.208967,-0.763321,
-1.03644,0.363881,0.301631,1.52797,-0.63186,-0.209349,-0.762845,
-1.03632,0.363905,0.301477,1.52827,-0.631704,-0.209354,-0.762487,
-1.03632,0.36416,0.301503,1.52845,-0.631871,-0.209077,-0.764644,
-1.03618,0.364144,0.301732,1.52849,-0.631685,-0.209734,-0.763318,
-1.0361,0.364181,0.301642,1.52853,-0.630964,-0.209771,-0.763096,
-1.03586,0.364172,0.301501,1.52891,-0.631184,-0.209706,-0.764173,
-1.03587,0.364375,0.301587, 1.529,-0.631007,-0.209904,-0.763814,
-1.03575,0.364405,0.302044,1.52895,-0.630262,-0.210837,-0.761298,
-1.03553,0.364406,0.301944,1.52917,-0.630149,-0.210895,-0.762097,
-1.03544,0.364388,0.301666,1.52959,-0.630628,-0.210543,-0.763644,
-1.03536,0.36462,0.302097,1.52957,-0.629862,-0.211177,-0.761733,
-1.0352,0.364657,0.302566,1.52955,-0.629312,-0.212138,-0.759383,
-1.03506,0.364682,0.302489,1.52978,-0.628894,-0.212352,-0.759364,
-1.03478,0.364614,0.302309,1.53015,-0.628909,-0.212096,-0.759955,
-1.0347,0.364702,0.302255,1.53046,-0.62903,-0.212239,-0.760615,
-1.03447,0.364794,0.302353,1.53075,-0.628799,-0.212327,-0.761078,
-1.03422,0.364794,0.302429,1.53103,-0.628567,-0.212697,-0.760839,
-1.03403,0.364824,0.302215,1.53148,-0.62849,-0.212591,-0.760808,
-1.0339,0.365004,0.302605,1.53154,-0.627922,-0.21316,-0.760008,
-1.03358,0.364879,0.302692,1.53195,-0.627727,-0.213644,-0.758771,
-1.03342,0.365033,0.302854,1.53215,-0.626982,-0.214142,-0.757546,
-1.03305,0.365028,0.302503,1.53297,-0.627707,-0.213488,-0.762129,
-1.03292,0.365085,0.302541,1.5332,-0.627429,-0.213607,-0.761729,
-1.03259,0.365194,0.302818,1.53356,-0.62673,-0.214206,-0.760322,
-1.03235,0.365174,0.30307,1.5338,-0.626443,-0.214914,-0.759426,
-1.03205,0.36529,0.302623,1.53472,-0.626903,-0.214138,-0.763602,
-1.03183,0.365403,0.303117,1.53485,-0.626091,-0.215099,-0.75998,
-1.03148,0.365379,0.30305,1.53535,-0.625895,-0.215266,-0.759818,
-1.03125,0.365434,0.3029,1.53592,-0.625844,-0.21523,-0.762602,
-1.03074,0.365409,0.30327,1.53636,-0.625175,-0.21605,-0.760283,
-1.03053,0.365454,0.303088,1.53694,-0.625069,-0.215824,-0.76096,
-1.03007,0.365517,0.303237,1.53756,-0.624718,-0.216204,-0.760736,
-1.02972,0.365552,0.303361,1.53806,-0.624401,-0.216557,-0.761095,
-1.02929,0.365536,0.303315,1.53872,-0.623917,-0.216907,-0.759948,
-1.02897,0.365712,0.303669,1.53912,-0.623241,-0.217375,-0.758994,
-1.02852,0.365746,0.303993,1.53977,-0.622909,-0.218101,-0.757767,
-1.02815,0.365745,0.303781,1.54053,-0.622671,-0.218001,-0.75913,
-1.02751,0.365849,0.304119,1.54114,-0.621789,-0.218799,-0.756414,
-1.02716,0.365838,0.30427,1.54175,-0.621439,-0.219283,-0.755364,
-1.02664,0.365967,0.304456,1.54247,-0.62099,-0.219557,-0.755637,
-1.02609,0.366023,0.30446,1.54326,-0.620661,-0.219555,-0.755984,
-1.02564,0.366021,0.303539,1.54443,-0.621149,-0.217975,-0.761699,
-1.0252,0.366141,0.303059,1.54563,-0.622066,-0.216931,-0.767811,
-1.02458,0.366181,0.303391,1.54637,-0.621511,-0.217606,-0.765931,
-1.02408,0.366172,0.303648,1.54708,-0.620778,-0.218452,-0.764724,
-1.02338,0.366252,0.303943,1.54796,-0.620236,-0.219048,-0.762978,
-1.02289,0.366259,0.303857,1.54879,-0.620154,-0.219079,-0.763073,
-1.02223,0.36635,0.303986,1.54979,-0.619904,-0.219253,-0.763831,
-1.02157,0.366399,0.303961,1.55083,-0.619936,-0.219248,-0.765114,
-1.02095,0.366364,0.303883,1.55172,-0.619212,-0.219504,-0.762679,
-1.02039,0.366531,0.304243,1.55267,-0.619197,-0.220016,-0.763696,
-1.01963,0.366397,0.303956,1.55375,-0.618953,-0.219834,-0.764068,
-1.01905,0.366548,0.30408,1.55479,-0.618766,-0.219973,-0.765834,
-1.01822,0.366482,0.30404,1.55587,-0.618397,-0.220257,-0.765403,
-1.01767,0.366584,0.30428,1.55678,-0.618029,-0.220624,-0.764426,
-1.01685,0.366636,0.304189,1.5581,-0.618118,-0.220621,-0.766883,
-1.01616,0.366749,0.304673,1.55884,-0.617168,-0.22147,-0.764097,
-1.01533,0.366713,0.304665,1.55995,-0.616498,-0.221881,-0.762561,
-1.01469,0.366865,0.305059,1.56087,-0.615991,-0.22236,-0.761773,
-1.0139,0.366871,0.305002,1.56199,-0.616023,-0.222504,-0.763722,
-1.01311,0.366912,0.305111,1.5631,-0.615416,-0.223014,-0.763129,
-1.0122,0.366823,0.305012,1.56436,-0.61544,-0.223195,-0.763917,
-1.01147,0.366943,0.30502,1.56543,-0.615182,-0.223294,-0.764639,
-1.0106,0.366918,0.305221,1.56663,-0.614957,-0.223721,-0.764559,
-1.0097,0.366985,0.305391,1.56756,-0.61421,-0.224133,-0.763659,
-1.00882,0.36698,0.305342,1.56877,-0.613727,-0.224433,-0.761728,
-1.00797,0.367129,0.305576,1.5699,-0.613581,-0.224917,-0.762967,
-1.00695,0.367138,0.305407,1.57119,-0.613513,-0.225092,-0.763034,
-1.00615,0.367058,0.305325,1.5723,-0.613117,-0.225158,-0.764179,
-1.00504,0.36695,0.305546,1.57332,-0.612411,-0.226182,-0.762096,
-1.00433,0.367008,0.305117,1.57469,-0.612854,-0.225358,-0.765321,
-1.00331,0.366997,0.305628,1.57561,-0.611966,-0.226592,-0.762304,
-1.00223,0.366856,0.305424,1.57695,-0.611854,-0.22683,-0.763323,
-1.00125,0.366741,0.30523,1.57823,-0.611437,-0.226891,-0.762938,
-1.00026,0.366906,0.30525,1.57952,-0.611419,-0.227061,-0.7647,
-0.999148,0.366767,0.305293,1.58068,-0.610809,-0.227764,-0.763008,
-0.998264,0.366684,0.305324,1.58184,-0.610463,-0.228532,-0.763244,
-0.996986,0.366577,0.305057,1.58332,-0.610608,-0.228583,-0.764174,
-0.996146,0.366458,0.305125,1.58447,-0.610281,-0.229124,-0.762803,
-0.994989,0.366333,0.305049,1.58571,-0.609892,-0.229634,-0.762928,
-0.993832,0.366147,0.304971,1.58718,-0.609982,-0.230142,-0.763722,
-0.99284,0.365871,0.304658,1.58839,-0.609564,-0.230552,-0.763171,
-0.991694,0.36589,0.304687,1.58986,-0.609797,-0.230982,-0.76617,
-0.990474,0.365754,0.304558,1.59116,-0.609452,-0.231609,-0.766028,
-0.989378,0.365633,0.304283,1.59252,-0.609219,-0.232063,-0.768482,
-0.987965,0.365509,0.304423,1.59386,-0.608597,-0.23298,-0.76833,
-0.98686,0.365395,0.304774, 1.595,-0.607821,-0.234422,-0.764961,
-0.985533,0.365413,0.304595,1.59652,-0.607746,-0.234744,-0.768102,
-0.984236,0.365189,0.304507,1.59788,-0.607362,-0.235452,-0.768554,
-0.982892,0.36506,0.304352,1.59947,-0.607,-0.236049,-0.768587,
-0.981558,0.365144,0.304296, 1.601,-0.606906,-0.236458,-0.772053,
-0.980125,0.364924,0.304227,1.60259,-0.60671,-0.237341,-0.772779,
-0.978892,0.364806,0.304122,1.60408,-0.606185,-0.237891,-0.774586,
-0.977269,0.364811,0.304555,1.60559,-0.605265,-0.239323,-0.773031,
-0.976021,0.364657,0.304478,1.60691,-0.60454,-0.239954,-0.773059,
-0.974428,0.364642,0.304802,1.60836,-0.603312,-0.241399,-0.771205,
-0.972974,0.364467,0.304661,1.6101,-0.603489,-0.241799,-0.775136,
-0.971447,0.36446,0.304563,1.61176,-0.602964,-0.242395,-0.775987,
-0.969965,0.364434,0.304581,1.61344,-0.602679,-0.243128,-0.77842,
-0.968389,0.364287,0.304738,1.61501,-0.601963,-0.24394,-0.777295,
-0.967395,0.363637,0.304109,1.61646,-0.601641,-0.244033,-0.779568,
-0.965677,0.363361,0.304678,1.61772,-0.599922,-0.246209,-0.773087,
-0.96434,0.362925,0.304325,1.61943,-0.599812,-0.246623,-0.774222,
-0.962122,0.363557,0.305167,1.62138,-0.598725,-0.248267,-0.774287,
-0.960228,0.363657,0.305387,1.62326,-0.598099,-0.249202,-0.775893,
-0.958697,0.363474,0.305479,1.62492,-0.597282,-0.250072,-0.774511,
-0.956541,0.364136,0.306342,1.62683,-0.596212,-0.251583,-0.773957,
-0.954665,0.363953,0.306202,1.62876,-0.596131,-0.25212,-0.776128,
-0.952944,0.364102,0.306591,1.63063,-0.59525,-0.253177,-0.775344,
-0.950927,0.36405,0.306928,1.63275,-0.594884,-0.254148,-0.77654,
-0.949334,0.363968,0.307164,1.63444,-0.593889,-0.254973,-0.773972,
-0.947485,0.36392,0.307443,1.63637,-0.593196,-0.255697,-0.775112,
-0.945511,0.363726,0.307576,1.63835,-0.592388,-0.256518,-0.77469,
-0.943659,0.363619,0.307726,1.64035,-0.591639,-0.257181,-0.774361,
-0.94182,0.363655,0.308008,1.64226,-0.590937,-0.257758,-0.775363,
-0.939787,0.363509,0.308141,1.64438,-0.590494,-0.258377,-0.776131,
-0.93784,0.363426,0.308639,1.64619,-0.588856,-0.25961,-0.773637,
-0.935579,0.363304,0.308882,1.64847,-0.588306,-0.260274,-0.774886,
-0.933736,0.363259,0.309284,1.6503,-0.587146,-0.261147,-0.772937,
-0.931551,0.363127,0.309694,1.65239,-0.586193,-0.262125,-0.773308,
-0.929309,0.363111,0.309989,1.65463,-0.585261,-0.262742,-0.774062,
-0.927172,0.363034,0.310264,1.65666,-0.583982,-0.263253,-0.773227,
-0.925082,0.363093,0.310677,1.65881,-0.58335,-0.263901,-0.774769,
-0.922737,0.362954,0.31106,1.66109,-0.582544,-0.26461,-0.774607,
-0.920581,0.362919,0.311166,1.66263,-0.579592,-0.264619,-0.776265,
-0.918123,0.362727,0.311818,1.66559,-0.5806,-0.265896,-0.773722,
-0.916026,0.362773,0.31218,1.66773,-0.57971,-0.266256,-0.774045,
-0.913559,0.362679,0.312617,1.67022,-0.578842,-0.267191,-0.775186,
-0.911116,0.362599,0.313113,1.67229,-0.57742,-0.268067,-0.774544,
-0.908858,0.362525,0.313503,1.67466,-0.576714,-0.268126,-0.774246,
