Shoulder_Right1,Shoulder_Right2,Shoulder_Right3,Elbow_Right1,Wrist_Right1,Wrist_Right2,Wrist_Right3
-0.946653,0.108301,0.177954,0.663002,-0.152387,-0.13967,-0.54156
-0.946507,0.108529,0.178408,0.663361,-0.152322,-0.139856,-0.540955
-0.946731,0.10838,0.178098,0.662982,-0.152027,-0.139605,-0.541066
-0.946532,0.10838,0.178159,0.663152,-0.152105,-0.139954,-0.539053
-0.946587,0.108602,0.178474,0.663322,-0.152209,-0.139964,-0.540637
-0.94669,0.108423,0.178127,0.663043,-0.151956,-0.139855,-0.540194
-0.946535,0.108427,0.178256,0.663318,-0.151955,-0.140024,-0.539657
-0.94661,0.108501,0.178235,0.663145,-0.151709,-0.139918,-0.540223
-0.94678,0.108511,0.178636,0.662921,-0.151744,-0.1402,-0.539699
-0.946651,0.108693,0.178683,0.663257,-0.151797,-0.140175,-0.53939
-0.946749,0.108651,0.178905,0.662987,-0.151461,-0.140249,-0.53957
-0.946712,0.10856,0.17854,0.662987,-0.151677,-0.140342,-0.539295
-0.946703,0.108652,0.178422,0.663163,-0.151621,-0.140069,-0.539878
-0.946758,0.108474,0.178113,0.662866,-0.151319,-0.140061,-0.538869
-0.946663,0.108567,0.178458,0.663094,-0.15138,-0.14028,-0.538965
-0.946743,0.108648,0.178409,0.662971,-0.15137,-0.140141,-0.539747
-0.946872,0.108486,0.178176,0.662703,-0.151245,-0.140114,-0.539473
-0.946684,0.108578,0.178283,0.663072,-0.151268,-0.140383,-0.538952
-0.946966,0.10859,0.178388,0.662589,-0.150886,-0.140214,-0.538466
-0.94679,0.108647,0.178758,0.662769,-0.151225,-0.140712,-0.538544
-0.946764,0.108585,0.178195,0.663058,-0.15144,-0.140489,-0.53945
-0.946932,0.108651,0.178552,0.662634,-0.151168,-0.140545,-0.53846
-0.946802,0.108546,0.178099,0.662856,-0.15114,-0.140421,-0.538191
-0.946893,0.108615,0.178211,0.662688,-0.151153,-0.140412,-0.539099
-0.94702,0.108547,0.178237,0.662339,-0.150807,-0.140547,-0.538111
-0.946922,0.108527,0.178009,0.662501,-0.150743,-0.140675,-0.536836
-0.947012,0.108543,0.178193,0.66234,-0.150624,-0.140646,-0.537503
-0.946985,0.108609,0.178252,0.662325,-0.150868,-0.140881,-0.537176
-0.946864,0.108556,0.177764,0.662623,-0.150941,-0.140651,-0.537417
-0.947143,0.10867,0.178221,0.662027,-0.150575,-0.140744,-0.536424
-0.946922,0.108544,0.177737,0.662364,-0.150721,-0.140707,-0.536072
-0.946958,0.10858,0.177742,0.662333,-0.150862,-0.140637,-0.537507
-0.947071,0.108513,0.177491,0.661911,-0.150338,-0.140432,-0.536571
-0.946947,0.108693,0.177748,0.662283,-0.150581,-0.140663,-0.535637
-0.947107,0.108577,0.177825,0.661899,-0.150539,-0.140845,-0.536408
-0.946962,0.108532,0.17745,0.662071,-0.150809,-0.140717,-0.535631
-0.946964,0.108679,0.177572,0.66227,-0.151003,-0.140658,-0.537467
-0.947064,0.108588,0.177546,0.661751,-0.150408,-0.14077,-0.535207
-0.946904,0.108528,0.177317,0.662106,-0.150761,-0.140668,-0.535433
-0.946956,0.108645,0.177281,0.661914,-0.150698,-0.140465,-0.536336
-0.946989,0.108556,0.177172,0.661868,-0.150742,-0.140446,-0.536193
-0.946953,0.108563,0.176963,0.662068,-0.151113,-0.140561,-0.535787
-0.947118,0.108548,0.177088,0.661703,-0.151085,-0.140635,-0.536328
-0.947018,0.108607,0.177291,0.661736,-0.151173,-0.140818,-0.535098
-0.947007,0.108675,0.176916,0.661855,-0.151205,-0.140561,-0.536549
-0.947227,0.108681,0.177124,0.661437,-0.151134,-0.140606,-0.536518
-0.947,0.108587,0.176891,0.661706,-0.151084,-0.140582,-0.536096
-0.947065,0.108646,0.176753,0.661604,-0.151275,-0.140411,-0.536401
-0.947201,0.108484,0.176444,0.66132,-0.151149,-0.14038,-0.535857
-0.94709,0.10871,0.17689,0.661541,-0.151194,-0.140699,-0.534929
-0.947236,0.108607,0.176747,0.661142,-0.150763,-0.140477,-0.535749
-0.947113,0.108726,0.177055,0.661253,-0.15124,-0.140864,-0.534725
-0.947109,0.108798,0.176692,0.661481,-0.151421,-0.14055,-0.536385
-0.947313,0.108838,0.176865,0.661024,-0.151188,-0.140434,-0.536034
-0.947026,0.108642,0.176487,0.661394,-0.151169,-0.140631,-0.534745
-0.947118,0.108809,0.176831,0.661186,-0.151204,-0.140702,-0.535149
-0.947279,0.108813,0.176915,0.660744,-0.150874,-0.140647,-0.53498
-0.947116,0.108927,0.17689,0.661121,-0.151096,-0.140706,-0.534103
-0.947261,0.108845,0.176824,0.660742,-0.150594,-0.140536,-0.534769
-0.947099,0.108863,0.176878,0.660906,-0.15102,-0.140896,-0.533355
-0.947055,0.108892,0.176696,0.661056,-0.150972,-0.140723,-0.53403
-0.947274,0.108929,0.17698,0.660723,-0.150995,-0.140907,-0.534627
-0.947012,0.108882,0.176778,0.66097,-0.150719,-0.140911,-0.533795
-0.947116,0.108948,0.176778,0.660842,-0.150899,-0.140903,-0.534328
-0.947186,0.108892,0.176635,0.660631,-0.150726,-0.140727,-0.535094
-0.947052,0.109076,0.176918,0.660888,-0.150702,-0.141069,-0.533087
-0.947137,0.108959,0.176819,0.660551,-0.150174,-0.140861,-0.532759
-0.947037,0.108977,0.176775,0.660657,-0.150607,-0.141149,-0.533213
-0.946997,0.109115,0.177,0.66078,-0.150501,-0.141246,-0.533812
-0.947068,0.10894,0.176578,0.660579,-0.150399,-0.141055,-0.533762
-0.947037,0.109024,0.176984,0.660497,-0.150068,-0.1413,-0.532887
-0.946934,0.109037,0.176779,0.66067,-0.150185,-0.141302,-0.532623
-0.946945,0.108878,0.176498,0.660476,-0.149809,-0.141318,-0.53257
-0.946787,0.109137,0.177063,0.660805,-0.150086,-0.141539,-0.532704
-0.946894,0.108988,0.176735,0.660482,-0.14945,-0.141357,-0.531828
-0.946779,0.109056,0.176716,0.660638,-0.149606,-0.141319,-0.531976
-0.946764,0.109173,0.176831,0.660829,-0.149885,-0.141684,-0.532717
-0.946844,0.109002,0.176716,0.660525,-0.149736,-0.141738,-0.532674
-0.946654,0.109156,0.176944,0.660886,-0.149881,-0.141653,-0.533632
-0.946652,0.109061,0.176457,0.660843,-0.149813,-0.141575,-0.532847
-0.946787,0.109021,0.176501,0.660422,-0.149238,-0.141575,-0.532244
-0.946636,0.109342,0.177185,0.660845,-0.149687,-0.141943,-0.532688
-0.946736,0.109087,0.176398,0.660561,-0.149122,-0.141494,-0.532348
-0.946535,0.109088,0.17638,0.660806,-0.149608,-0.1419,-0.531392
-0.946599,0.109408,0.177087,0.660851,-0.149554,-0.142035,-0.532852
-0.946485,0.109195,0.176607,0.660791,-0.149256,-0.14202,-0.530997
-0.946444,0.10927,0.176842,0.660852,-0.149238,-0.142106,-0.531864
-0.946454,0.109166,0.176051,0.660821,-0.149303,-0.141725,-0.532172
-0.946622,0.109285,0.176625,0.660541,-0.149262,-0.141831,-0.533233
-0.946423,0.109421,0.176653,0.660999,-0.149687,-0.142013,-0.533294
-0.946608,0.109285,0.176133,0.660632,-0.149459,-0.141778,-0.533357
-0.946429,0.109375,0.176565,0.660775,-0.149522,-0.14209,-0.532163
-0.946383,0.109557,0.176824,0.660943,-0.149598,-0.14211,-0.53401
-0.946478,0.109313,0.176401,0.660603,-0.149263,-0.142102,-0.53203
-0.946302,0.109428,0.176692,0.660965,-0.149472,-0.142115,-0.532966
-0.946329,0.109463,0.176473,0.660928,-0.149641,-0.14203,-0.533173
-0.946382,0.10935,0.176149,0.660775,-0.149429,-0.141732,-0.533237
-0.946233,0.109581,0.176811,0.661087,-0.149702,-0.142112,-0.532751
-0.946382,0.10946,0.176592,0.660815,-0.14944,-0.141804,-0.533073
-0.946207,0.109494,0.176702,0.661005,-0.149968,-0.142143,-0.532901
-0.94627,0.10973,0.177076,0.661035,-0.150042,-0.142024,-0.534596
-0.946236,0.109516,0.17655,0.660927,-0.149867,-0.141929,-0.533467
-0.94603,0.109659,0.177131,0.66115,-0.149733,-0.142106,-0.532537
-0.946046,0.109577,0.176684,0.661072,-0.149851,-0.141978,-0.531953
-0.946157,0.109568,0.176879,0.660847,-0.149802,-0.141907,-0.532867
-0.945896,0.109728,0.177116,0.661189,-0.149841,-0.141956,-0.532605
-0.94609,0.109699,0.177061,0.660801,-0.14936,-0.141568,-0.531652
-0.945831,0.109715,0.176848,0.661095,-0.149939,-0.141765,-0.531515
-0.945859,0.109974,0.177478,0.661214,-0.150107,-0.14177,-0.533047
-0.945892,0.109696,0.176967,0.660818,-0.149568,-0.141668,-0.53052
-0.945719,0.109837,0.177411,0.661116,-0.149733,-0.141631,-0.531615
-0.945666,0.109817,0.17726,0.661185,-0.149914,-0.14174,-0.531055
-0.945775,0.109814,0.177539,0.660804,-0.149492,-0.141684,-0.530546
-0.945631,0.110094,0.177777,0.661251,-0.150046,-0.141506,-0.532136
-0.945706,0.10976,0.17716,0.660866,-0.149684,-0.141603,-0.530064
-0.945607,0.109952,0.177466,0.661112,-0.150117,-0.141433,-0.531155
-0.945494,0.110148,0.178063,0.661197,-0.149792,-0.14158,-0.531608
-0.945531,0.10996,0.177632,0.661047,-0.149764,-0.141444,-0.530916
-0.945296,0.110042,0.177829,0.661432,-0.149876,-0.141408,-0.532592
-0.94528,0.110013,0.177735,0.661343,-0.149781,-0.141558,-0.530441
-0.945476,0.109995,0.177923,0.66101,-0.149739,-0.141631,-0.531477
-0.945209,0.11018,0.177982,0.661489,-0.149821,-0.141551,-0.531327
-0.945377,0.110105,0.178073,0.661027,-0.149568,-0.141687,-0.531388
-0.944975,0.110098,0.177659,0.661661,-0.149972,-0.141524,-0.531147
-0.94515,0.110308,0.178533,0.661423,-0.149736,-0.141997,-0.532213
-0.945226,0.11005,0.177782,0.661092,-0.149418,-0.141731,-0.531913
-0.945022,0.110134,0.178171,0.661349,-0.149269,-0.141846,-0.531692
-0.94505,0.110112,0.177941,0.661244,-0.149387,-0.141895,-0.531626
-0.945119,0.109957,0.177792,0.661035,-0.149019,-0.141861,-0.532049
-0.94499,0.110285,0.178262,0.661312,-0.14917,-0.141942,-0.531966
-0.944979,0.110082,0.177811,0.661293,-0.148877,-0.141673,-0.531525
-0.944727,0.110239,0.178099,0.661627,-0.149444,-0.142152,-0.531518
-0.944898,0.11041,0.178516,0.661494,-0.149417,-0.142135,-0.533558
-0.944821,0.110185,0.178121,0.661412,-0.149206,-0.142099,-0.533542
-0.944764,0.110173,0.17829,0.661473,-0.149087,-0.142313,-0.532597
-0.944527,0.110218,0.178082,0.661833,-0.149211,-0.142313,-0.533051
-0.944886,0.110136,0.1782,0.661136,-0.148911,-0.142327,-0.533434
-0.944704,0.11033,0.178609,0.661367,-0.14899,-0.142688,-0.531835
-0.944574,0.110191,0.17795,0.661623,-0.149254,-0.142524,-0.53278
-0.944635,0.11037,0.178498,0.661276,-0.14879,-0.142638,-0.531432
-0.944708,0.110367,0.178591,0.661202,-0.148563,-0.142832,-0.532795
-0.944884,0.110202,0.178182,0.660672,-0.14823,-0.142742,-0.531644
-0.944709,0.110309,0.178633,0.660939,-0.148357,-0.143108,-0.532061
-0.944547,0.110231,0.178282,0.661129,-0.148224,-0.143218,-0.531392
-0.944931,0.110106,0.178541,0.660308,-0.14767,-0.143704,-0.530828
-0.944943,0.110469,0.179368,0.660367,-0.147636,-0.144011,-0.531218
-0.944981,0.110207,0.178844,0.660152,-0.147306,-0.144136,-0.529838
-0.944708,0.110369,0.179255,0.660639,-0.147484,-0.144412,-0.529972
-0.944797,0.110572,0.179821,0.660701,-0.147648,-0.14478,-0.531288
-0.945081,0.110377,0.179497,0.660069,-0.14715,-0.144755,-0.529874
-0.944955,0.110547,0.180252,0.660323,-0.147137,-0.145348,-0.529376
-0.944787,0.110573,0.180411,0.660618,-0.147135,-0.145681,-0.529123
-0.945187,0.110532,0.180621,0.66005,-0.147034,-0.145753,-0.52982
-0.945111,0.11083,0.181122,0.660495,-0.147247,-0.145951,-0.529454
-0.944965,0.110716,0.180997,0.660807,-0.147467,-0.146077,-0.529879
-0.944859,0.11076,0.181269,0.661019,-0.147506,-0.146259,-0.528865
-0.945146,0.111001,0.181971,0.66095,-0.147548,-0.146521,-0.529798
-0.94524,0.110913,0.181898,0.660742,-0.147356,-0.146502,-0.528918
-0.945172,0.111085,0.182389,0.661187,-0.147709,-0.146654,-0.529262
-0.945075,0.111209,0.18236,0.661629,-0.147958,-0.146417,-0.529271
-0.945206,0.111172,0.182424,0.66159,-0.14806,-0.146359,-0.529658
-0.945306,0.111358,0.182961,0.661736,-0.148178,-0.146488,-0.529744
-0.945264,0.111542,0.183502,0.66202,-0.148339,-0.146524,-0.529547
-0.945232,0.111608,0.183682,0.662315,-0.148526,-0.146505,-0.528933
-0.945464,0.111756,0.184024,0.662519,-0.148988,-0.1465,-0.531281
-0.945594,0.111961,0.184861,0.662486,-0.148941,-0.146591,-0.530301
-0.945548,0.111961,0.184902,0.662991,-0.149394,-0.146436,-0.530587
-0.945507,0.112276,0.18542,0.663694,-0.150223,-0.146166,-0.532851
-0.945542,0.112267,0.185725,0.663921,-0.150402,-0.146216,-0.532143
-0.945761,0.112517,0.186227,0.664118,-0.150603,-0.145949,-0.53253
-0.945746,0.112623,0.186582,0.664603,-0.151034,-0.145753,-0.533017
-0.945804,0.112835,0.18714,0.665024,-0.151417,-0.145573,-0.532867
-0.946019,0.113084,0.187749,0.665274,-0.151706,-0.145374,-0.534181
-0.945971,0.113156,0.187882,0.665724,-0.151964,-0.144959,-0.534804
-0.945998,0.113248,0.188592,0.666385,-0.152885,-0.145085,-0.535865
-0.946038,0.113378,0.188729,0.666843,-0.153127,-0.144702,-0.536449
-0.946304,0.113423,0.189324,0.667005,-0.153562,-0.144617,-0.537717
-0.94618,0.113826,0.189969,0.667934,-0.154073,-0.144217,-0.537947
-0.946404,0.113737,0.189975,0.668131,-0.154253,-0.143904,-0.539399
-0.946258,0.113854,0.190504,0.668838,-0.154596,-0.143875,-0.539132
-0.946302,0.114173,0.191201,0.669608,-0.15517,-0.143563,-0.541433
-0.946474,0.114237,0.191598,0.669857,-0.155201,-0.14329,-0.541662
-0.946339,0.114369,0.192028,0.670796,-0.155779,-0.14322,-0.542473
-0.946282,0.114589,0.192555,0.67163,-0.156259,-0.14301,-0.543674
-0.946625,0.114668,0.192959,0.671612,-0.156129,-0.142584,-0.544049
-0.946485,0.11497,0.193621,0.672621,-0.156424,-0.142516,-0.544076
-0.946673,0.114993,0.194115,0.673002,-0.156732,-0.1423,-0.54521
-0.946264,0.115276,0.194802,0.674412,-0.15747,-0.142223,-0.546317
-0.946471,0.115476,0.1952,0.674828,-0.157377,-0.141907,-0.54739
-0.946607,0.115521,0.195674,0.675311,-0.157658,-0.141755,-0.548422
-0.946456,0.115581,0.196001,0.676417,-0.158232,-0.141561,-0.54974
-0.946205,0.115881,0.196776,0.677687,-0.158897,-0.141581,-0.551207
-0.946513,0.115935,0.197304,0.677818,-0.158636,-0.141331,-0.551402
-0.94619,0.1162,0.19761,0.679288,-0.159371,-0.14116,-0.552786
-0.946002,0.116295,0.198082,0.680534,-0.160089,-0.14106,-0.555125
-0.945886,0.116527,0.198649,0.681667,-0.160757,-0.140794,-0.556814
-0.945782,0.116819,0.199179,0.682566,-0.160799,-0.140554,-0.557117
-0.945617,0.117003,0.199988,0.683927,-0.162111,-0.140871,-0.560135
-0.945469,0.117172,0.200507,0.68485,-0.162272,-0.140804,-0.560794
-0.945295,0.117367,0.201225,0.686356,-0.163499,-0.141057,-0.562972
-0.945128,0.117539,0.201755,0.687438,-0.164084,-0.14099,-0.565358
-0.944944,0.117922,0.202547,0.688901,-0.164783,-0.140855,-0.566247
-0.944727,0.117987,0.203012,0.690159,-0.165814,-0.14107,-0.568839
-0.944468,0.118244,0.203507,0.691581,-0.165594,-0.140057,-0.570287
-0.944252,0.118615,0.204677,0.693039,-0.16684,-0.141034,-0.571656
-0.943987,0.118758,0.205304,0.694462,-0.167696,-0.140997,-0.5736
-0.943622,0.119034,0.206124,0.696219,-0.168235,-0.14068,-0.575597
-0.943264,0.119409,0.207156,0.697876,-0.168993,-0.140673,-0.577509
-0.942895,0.119595,0.207819,0.699639,-0.170252,-0.140884,-0.580113
-0.942448,0.120034,0.208983,0.701553,-0.170661,-0.140974,-0.580533
-0.942087,0.120453,0.210185,0.703423,-0.171894,-0.141191,-0.58293
-0.941452,0.120777,0.211179,0.705606,-0.172961,-0.141683,-0.583429
-0.940918,0.12117,0.212154,0.707991,-0.174559,-0.142395,-0.585483
-0.940313,0.121473,0.213217,0.710251,-0.175732,-0.142835,-0.5872
-0.939615,0.121868,0.214502,0.712612,-0.17697,-0.143922,-0.587432
-0.938841,0.122282,0.215551,0.715222,-0.176244,-0.143235,-0.58823
-0.938145,0.122646,0.21676,0.717739,-0.178636,-0.144737,-0.589099
-0.937289,0.1234,0.218766,0.721046,-0.17886,-0.144911,-0.591842
-0.936494,0.12388,0.220606,0.723909,-0.180377,-0.146628,-0.592425
-0.935545,0.124432,0.222356,0.727095,-0.181768,-0.148028,-0.593655
-0.934705,0.125338,0.224935,0.730624,-0.183498,-0.149858,-0.596972
-0.933536,0.125972,0.226845,0.734175,-0.184831,-0.151354,-0.597715
-0.932345,0.126503,0.228823,0.737898,-0.186053,-0.15369,-0.598107
-0.93115,0.127271,0.230832,0.74164,-0.1872,-0.15568,-0.60038
-0.929921,0.127808,0.232595,0.745397,-0.188196,-0.157875,-0.601116
-0.928654,0.128597,0.234908,0.749578,-0.189217,-0.159939,-0.6021
-0.927275,0.129372,0.236762,0.753536,-0.189894,-0.162201,-0.603443
-0.925765,0.130073,0.23883,0.757908,-0.190625,-0.165011,-0.603712
-0.923818,0.130779,0.239861,0.763182,-0.191195,-0.167223,-0.603804
-0.922472,0.131478,0.24193,0.767123,-0.19123,-0.169899,-0.604418
-0.920667,0.132275,0.243711,0.772185,-0.191573,-0.171971,-0.606293
-0.919165,0.133227,0.245951,0.776638,-0.191471,-0.174092,-0.607394
-0.917674,0.134041,0.248435,0.780878,-0.190782,-0.177263,-0.608393
-0.915941,0.135077,0.250525,0.785847,-0.190526,-0.179812,-0.609702
-0.91399,0.135873,0.252268,0.790895,-0.189844,-0.18242,-0.610464
-0.912123,0.136737,0.253821,0.795818,-0.188554,-0.184212,-0.611073
-0.910128,0.137691,0.255658,0.801306,-0.187528,-0.186461,-0.613041
-0.908161,0.138814,0.258093,0.806559,-0.186296,-0.188945,-0.614836
-0.90598,0.139833,0.260127,0.812003,-0.18437,-0.191291,-0.615732
-0.904094,0.140789,0.261748,0.817197,-0.182568,-0.193316,-0.618452
-0.901961,0.141413,0.26299,0.822471,-0.180463,-0.19555,-0.618537
-0.899827,0.142718,0.265451,0.828087,-0.177825,-0.197732,-0.619826
-0.897856,0.143677,0.267146,0.833035,-0.175178,-0.199855,-0.621254
-0.895689,0.144955,0.269587,0.838633,-0.172648,-0.202082,-0.623929
-0.893443,0.146283,0.271822,0.844239,-0.169957,-0.204479,-0.625803
-0.891178,0.147426,0.273945,0.850057,-0.167246,-0.206693,-0.628213
-0.888766,0.148644,0.27621,0.856088,-0.164464,-0.20893,-0.629669
-0.886501,0.149816,0.278021,0.86181,-0.161414,-0.211291,-0.632032
-0.884201,0.150781,0.27989,0.867501,-0.158787,-0.213883,-0.634753
-0.881672,0.151697,0.280935,0.873809,-0.155822,-0.216048,-0.636185
-0.879286,0.153047,0.283339,0.88023,-0.153118,-0.218528,-0.639549
-0.876631,0.154305,0.285177,0.886789,-0.150808,-0.22068,-0.641638
-0.873895,0.155651,0.287518,0.893739,-0.14834,-0.223113,-0.643452
-0.870693,0.156326,0.287644,0.901069,-0.145638,-0.225234,-0.645098
-0.867509,0.157221,0.288601,0.908395,-0.142786,-0.228005,-0.646509
-0.864605,0.158358,0.289782,0.915383,-0.139604,-0.230557,-0.648084
-0.861502,0.159417,0.291414,0.922589,-0.136747,-0.233595,-0.649889
-0.858177,0.160169,0.29248,0.929898,-0.133351,-0.237254,-0.649303
-0.85545,0.161436,0.293582,0.936946,-0.130097,-0.239771,-0.652525
-0.852352,0.162614,0.295164,0.944016,-0.126372,-0.243534,-0.652049
-0.848857,0.163354,0.296163,0.951839,-0.122547,-0.247107,-0.653518
-0.845762,0.16483,0.297833,0.959453,-0.119212,-0.250258,-0.65502
-0.841802,0.165613,0.297459,0.968159,-0.11512,-0.253325,-0.655815
-0.838616,0.16728,0.299906,0.976091,-0.112182,-0.257773,-0.65983
-0.835215,0.16838,0.301115,0.984236,-0.107519,-0.261603,-0.661298
-0.831826,0.169301,0.301833,0.992533,-0.103347,-0.265417,-0.662879
-0.827827,0.170432,0.30246,1.00163,-0.0993743,-0.269289,-0.664687
-0.823692,0.171582,0.303273,1.01055,-0.0944164,-0.273693,-0.666172
-0.819698,0.172613,0.30396,1.01965,-0.0895182,-0.278203,-0.66842
-0.815914,0.173348,0.303825,1.0286,-0.0845615,-0.282152,-0.670026
-0.811411,0.174665,0.305213,1.03852,-0.0796818,-0.287272,-0.673533
-0.807219,0.176066,0.306139,1.04807,-0.0741457,-0.291125,-0.676299
-0.802892,0.177076,0.30693,1.05762,-0.0684629,-0.297161,-0.680569
-0.798404,0.178326,0.307667,1.06752,-0.0615698,-0.302303,-0.682672
-0.793826,0.179262,0.307538,1.07768,-0.0557164,-0.306964,-0.686388
-0.788974,0.179909,0.30698,1.08781,-0.0479933,-0.311358,-0.689733
-0.784367,0.181422,0.308126,1.09799,-0.041499,-0.316155,-0.694119
-0.779178,0.181694,0.306901,1.10862,-0.0331283,-0.320792,-0.693448
-0.774521,0.183281,0.307261,1.11875,-0.0262119,-0.32553,-0.69546
-0.769409,0.184416,0.306892,1.13027,-0.0187659,-0.330428,-0.695286
-0.764075,0.184554,0.305364,1.14151,-0.0107247,-0.334434,-0.694462
-0.758935,0.185459,0.304919,1.15263,-0.00270451,-0.33955,-0.693211
-0.753607,0.185667,0.304046,1.16352,0.00574379,-0.344674,-0.691092
-0.747932,0.185806,0.302275,1.17496,0.0145649,-0.349049,-0.689136
-0.74258,0.186311,0.301282,1.18612,0.0236134,-0.35401,-0.686217
-0.737329,0.186777,0.300305,1.19708,0.0330925,-0.358992,-0.682724
-0.732405,0.187339,0.299365,1.20768,0.042836,-0.365106,-0.683848
-0.72637,0.187502,0.297752,1.21931,0.052142,-0.370693,-0.683919
-0.72102,0.188006,0.296815,1.23061,0.0616418,-0.375596,-0.682991
-0.715524,0.188335,0.296083,1.24207,0.0711753,-0.381181,-0.681044
-0.709833,0.188707,0.295054,1.254,0.079286,-0.386789,-0.680987
-0.70433,0.18922,0.293974,1.26538,0.0885636,-0.39147,-0.680466
-0.698984,0.189515,0.292901,1.27696,0.096736,-0.395337,-0.675751
-0.69351,0.189539,0.291634,1.28845,0.105084,-0.399368,-0.674758
-0.68816,0.190523,0.291133,1.30057,0.113014,-0.403854,-0.675269
-0.682177,0.190465,0.28992,1.31287,0.121618,-0.407815,-0.675662
-0.676815,0.190832,0.288355,1.32452,0.130119,-0.411932,-0.673414
-0.671125,0.19073,0.286956,1.3362,0.139577,-0.416829,-0.671825
-0.664882,0.190023,0.283555,1.34822,0.149154,-0.4204,-0.665694
-0.658986,0.1899,0.2813,1.36043,0.156825,-0.422956,-0.660028
-0.652559,0.189357,0.278761,1.37293,0.164344,-0.4244,-0.655162
-0.645631,0.188581,0.275048,1.38623,0.170769,-0.425668,-0.655941
-0.639794,0.188516,0.274116,1.39811,0.177991,-0.428716,-0.661597
-0.634431,0.188892,0.273552,1.40984,0.185786,-0.432533,-0.662629
-0.629107,0.188987,0.272679,1.42144,0.192851,-0.436848,-0.662855
-0.623454,0.18902,0.271522,1.43347,0.199848,-0.440744,-0.66227
-0.617782,0.189019,0.270173,1.4453,0.206863,-0.444491,-0.663018
-0.611952,0.188901,0.268691,1.4573,0.21312,-0.447921,-0.660478
-0.606139,0.188669,0.266955,1.46942,0.219853,-0.450608,-0.66104
-0.600257,0.188563,0.265214,1.48136,0.225189,-0.453125,-0.664379
-0.594429,0.188215,0.263692,1.49295,0.230954,-0.456475,-0.664385
-0.588756,0.188018,0.262092,1.50463,0.237709,-0.459399,-0.669093
-0.582602,0.187638,0.260474,1.51657,0.246635,-0.463339,-0.662818
-0.576738,0.187182,0.2587,1.52844,0.252367,-0.465653,-0.666136
-0.570728,0.186944,0.25736,1.54017,0.261303,-0.467902,-0.661214
-0.564738,0.186411,0.255823,1.55205,0.267965,-0.470866,-0.655697
-0.558703,0.185848,0.254659,1.5646,0.274349,-0.476164,-0.650152
-0.552699,0.185298,0.253298,1.57667,0.28125,-0.479804,-0.644485
-0.546453,0.184431,0.251214,1.58856,0.287306,-0.481214,-0.642033
-0.540691,0.183863,0.249917,1.59995,0.2904,-0.481608,-0.638698
-0.534573,0.182975,0.248127,1.61232,0.293424,-0.483464,-0.636003
-0.528521,0.182194,0.246646,1.62472,0.297441,-0.486243,-0.627278
-0.522513,0.181594,0.244978,1.63691,0.30057,-0.487618,-0.62039
-0.516566,0.180996,0.243533,1.64924,0.304937,-0.489593,-0.616323
-0.510635,0.180146,0.241637,1.66133,0.306477,-0.491266,-0.616013
-0.504476,0.180146,0.240692,1.6727,0.309619,-0.492861,-0.614424
-0.498573,0.179771,0.239668,1.68398,0.315352,-0.495701,-0.614529
-0.49284,0.179517,0.238792,1.69534,0.319694,-0.497742,-0.614728
-0.487185,0.177817,0.236252,1.70672,0.324179,-0.496765,-0.608589
-0.481363,0.176847,0.234404,1.71881,0.326738,-0.496675,-0.610838
-0.475538,0.176015,0.232473,1.73009,0.330815,-0.496475,-0.608977
-0.469981,0.175035,0.230849,1.74119,0.334905,-0.496303,-0.605228
-0.464334,0.174383,0.229497,1.75275,0.339248,-0.497195,-0.60595
-0.458576,0.17376,0.228331,1.76388,0.343463,-0.498038,-0.602661
-0.453195,0.172738,0.22637,1.77532,0.344768,-0.496836,-0.611294
-0.447681,0.171913,0.224989,1.78642,0.34746,-0.496931,-0.611529
-0.442285,0.171274,0.22407,1.79705,0.354418,-0.498336,-0.606281
-0.436969,0.170591,0.222934,1.80774,0.358901,-0.498126,-0.604288
-0.431604,0.169987,0.221908,1.81865,0.364339,-0.499744,-0.603543
-0.426348,0.169332,0.2208,1.82894,0.363305,-0.498037,-0.605569
-0.421003,0.168581,0.219656,1.83966,0.36432,-0.4976,-0.60676
-0.416124,0.16753,0.218578,1.85008,0.369029,-0.497569,-0.601296
-0.410635,0.166683,0.217221,1.8608,0.371529,-0.497023,-0.601883
-0.405605,0.165942,0.215915,1.87113,0.375145,-0.497354,-0.602212
-0.400759,0.16557,0.215374,1.88167,0.374731,-0.4962,-0.602463
-0.395798,0.164751,0.214367,1.89187,0.376386,-0.495488,-0.60023
-0.390915,0.163645,0.212886,1.90187,0.377727,-0.494803,-0.59581
-0.386357,0.163026,0.212164,1.91192,0.378588,-0.494256,-0.594737
-0.381583,0.162714,0.211535,1.92171,0.37958,-0.493617,-0.597415
-0.377432,0.162082,0.210989,1.9316,0.380693,-0.493203,-0.595848
-0.372968,0.161844,0.210598,1.94075,0.381824,-0.493048,-0.594112
-0.368968,0.161014,0.209856,1.94983,0.38347,-0.492226,-0.591757
-0.364456,0.160968,0.208903,1.96027,0.379658,-0.490117,-0.608119
-0.360214,0.160684,0.208057,1.97025,0.378321,-0.488393,-0.620406
-0.356007,0.160784,0.208998,1.97785,0.382881,-0.490458,-0.597058
-0.352067,0.159847,0.207931,1.9872,0.383699,-0.48931,-0.596442
-0.348355,0.159683,0.207972,1.99598,0.385849,-0.490519,-0.59552
-0.344459,0.159022,0.206967,2.00493,0.384692,-0.488447,-0.599622
