Shoulder_Right1,Shoulder_Right2,Shoulder_Right3,Elbow_Right1,Wrist_Right1,Wrist_Right2,Wrist_Right3
-0.340755,0.159185,0.207112,2.01332,0.385061,-0.487095,-0.596727
-0.337289,0.159436,0.207174,2.02187,0.384299,-0.486522,-0.599698
-0.333588,0.159919,0.207636,2.03008,0.385229,-0.487245,-0.59856
-0.330507,0.159648,0.207973,2.03805,0.385389,-0.48788,-0.594342
-0.327125,0.159622,0.208011,2.04598,0.386552,-0.487874,-0.587018
-0.324068,0.159693,0.208262,2.05361,0.386312,-0.487671,-0.575904
-0.320957,0.159867,0.208538,2.06165,0.385465,-0.486991,-0.573745
-0.317894,0.160066,0.208745,2.06915,0.386351,-0.486943,-0.571451
-0.314982,0.160219,0.208989,2.07672,0.384405,-0.485573,-0.568837
-0.311828,0.160726,0.209316,2.08364,0.384048,-0.485011,-0.572234
-0.308966,0.160759,0.209316,2.09108,0.383372,-0.484049,-0.571646
-0.306443,0.160777,0.209413,2.09803,0.383294,-0.482995,-0.572014
-0.303183,0.161623,0.209587,2.10474,0.383382,-0.482268,-0.571085
-0.300638,0.161586,0.209509,2.11181,0.383745,-0.481376,-0.568433
-0.298355,0.161971,0.209629,2.11897,0.382578,-0.480106,-0.568311
-0.296189,0.162663,0.210054,2.12513,0.38265,-0.479841,-0.564683
-0.293498,0.163606,0.210673,2.131,0.382855,-0.479637,-0.561151
-0.290906,0.164434,0.211107,2.13682,0.383886,-0.479488,-0.561234
-0.288736,0.165037,0.211325,2.14265,0.383199,-0.478227,-0.558342
-0.286483,0.165894,0.211762,2.14852,0.384179,-0.477833,-0.561615
-0.284207,0.166699,0.211967,2.15397,0.38311,-0.476348,-0.563812
-0.282128,0.167499,0.21234,2.15951,0.382173,-0.474919,-0.566371
-0.28034,0.168407,0.212578,2.16474,0.382505,-0.473939,-0.570489
-0.278678,0.169056,0.213048,2.16951,0.383515,-0.473367,-0.568248
-0.276813,0.17023,0.213728,2.17429,0.384581,-0.473112,-0.567778
-0.274829,0.171443,0.21431,2.17897,0.386245,-0.472814,-0.568405
-0.273706,0.17177,0.214424,2.18371,0.385231,-0.471261,-0.568346
-0.272098,0.172884,0.215021,2.18794,0.38743,-0.47104,-0.566275
-0.270988,0.173127,0.214987,2.19242,0.388155,-0.469134,-0.568188
-0.269456,0.17437,0.215633,2.1961,0.390476,-0.46865,-0.569192
-0.268555,0.175361,0.216205,2.19989,0.39132,-0.46809,-0.571119
-0.26754,0.17625,0.216599,2.20337,0.3939,-0.467665,-0.571677
-0.26691,0.176899,0.216951,2.20731,0.394539,-0.466764,-0.571009
-0.266109,0.17769,0.217077,2.21106,0.395594,-0.465623,-0.572796
-0.265055,0.178978,0.217907,2.21482,0.395878,-0.465585,-0.576896
-0.264719,0.179478,0.21828,2.21812,0.397089,-0.464696,-0.57687
-0.264063,0.180236,0.21839,2.22162,0.39804,-0.462729,-0.579435
-0.263677,0.181069,0.218675,2.22457,0.397613,-0.461716,-0.580052
-0.263008,0.182349,0.219079,2.22781,0.399251,-0.461392,-0.579377
-0.262594,0.183201,0.21927,2.23057,0.39914,-0.460411,-0.58115
-0.26219,0.184453,0.219696,2.23343,0.401071,-0.460332,-0.578642
-0.261888,0.185142,0.219712,2.23592,0.400294,-0.45911,-0.58107
-0.261381,0.186483,0.219941,2.23848,0.40062,-0.458934,-0.581469
-0.261313,0.187135,0.220087,2.24107,0.400305,-0.458211,-0.58159
-0.260941,0.188352,0.220078,2.24359,0.399402,-0.4578,-0.58376
-0.260894,0.189378,0.220197,2.24558,0.399238,-0.457585,-0.583422
-0.260599,0.190518,0.220392,2.24791,0.399391,-0.457503,-0.584601
-0.260407,0.191694,0.220403,2.25015,0.398976,-0.457495,-0.586492
-0.26047,0.192661,0.220403,2.25202,0.399063,-0.457265,-0.585546
-0.260262,0.19388,0.220456,2.25418,0.398474,-0.457224,-0.588303
-0.260316,0.194742,0.220456,2.25569,0.398268,-0.457415,-0.587899
-0.260686,0.19531,0.220484,2.25734,0.397642,-0.456475,-0.589096
-0.26079,0.196528,0.219973,2.25896,0.39615,-0.456843,-0.592838
-0.26085,0.197567,0.219877,2.26027,0.395397,-0.456734,-0.589742
-0.260815,0.198399,0.219907,2.26179,0.395698,-0.456503,-0.591651
-0.260873,0.199618,0.219754,2.26324,0.394926,-0.456823,-0.592878
-0.261117,0.200473,0.219711,2.26417,0.394026,-0.457355,-0.593599
-0.260696,0.201529,0.219552,2.26596,0.392991,-0.458047,-0.59573
-0.260695,0.202525,0.219286,2.26719,0.391304,-0.45843,-0.597263
-0.260832,0.203229,0.219035,2.26837,0.390974,-0.458809,-0.595535
-0.26107,0.204346,0.21875,2.26923,0.389949,-0.459717,-0.59769
-0.261115,0.205281,0.218564,2.27003,0.3892,-0.460496,-0.597525
-0.261171,0.20617,0.218192,2.2713,0.388473,-0.461335,-0.599762
-0.26119,0.207205,0.217947,2.27196,0.387303,-0.462289,-0.600072
-0.261271,0.208129,0.217784,2.27285,0.386246,-0.463117,-0.603133
-0.261203,0.209034,0.217509,2.27346,0.385896,-0.46449,-0.603507
-0.261321,0.209892,0.217354,2.27397,0.385312,-0.464994,-0.603735
-0.261229,0.21061,0.217127,2.27461,0.384832,-0.466155,-0.604331
-0.26117,0.211621,0.216679,2.27503,0.384067,-0.467327,-0.604661
-0.261121,0.212382,0.216541,2.27537,0.383743,-0.468294,-0.605146
-0.261169,0.213005,0.216305,2.27595,0.383088,-0.469128,-0.606447
-0.260973,0.213948,0.215932,2.27631,0.381951,-0.470069,-0.608995
-0.260981,0.214635,0.215573,2.27651,0.381484,-0.47084,-0.609006
-0.260881,0.21535,0.215235,2.27685,0.380267,-0.471556,-0.611281
-0.26078,0.215952,0.214784,2.27709,0.379365,-0.472188,-0.612491
-0.260487,0.216251,0.214517,2.27737,0.378967,-0.472658,-0.611677
-0.260286,0.217124,0.213922,2.27749,0.378179,-0.473441,-0.613262
-0.260133,0.217578,0.213612,2.27754,0.377681,-0.474127,-0.613305
-0.259779,0.217918,0.213076,2.27803,0.376602,-0.474456,-0.615755
-0.259531,0.218569,0.212694,2.27804,0.376423,-0.475442,-0.617145
-0.259216,0.219143,0.212325,2.27791,0.376467,-0.476434,-0.615665
-0.258768,0.219515,0.211855,2.27797,0.376254,-0.477001,-0.617504
-0.258483,0.219809,0.211196,2.2779,0.37597,-0.477558,-0.618741
-0.258074,0.220006,0.210902,2.27786,0.376551,-0.478455,-0.616679
-0.257573,0.220537,0.210206,2.27789,0.376016,-0.479206,-0.619319
-0.257063,0.220829,0.209777,2.27766,0.376807,-0.480002,-0.617903
-0.25659,0.220778,0.209269,2.27782,0.376188,-0.480497,-0.620917
-0.256182,0.221047,0.208551,2.27751,0.37624,-0.48121,-0.621258
-0.255738,0.22136,0.208063,2.27714,0.377144,-0.482326,-0.620178
-0.255159,0.221449,0.20749,2.27698,0.377528,-0.48328,-0.620932
-0.2545,0.221409,0.20674,2.27685,0.377753,-0.48392,-0.621838
-0.253961,0.221081,0.206369,2.27658,0.378533,-0.484631,-0.619669
-0.253196,0.221094,0.205638,2.27642,0.3787,-0.485361,-0.620993
-0.252603,0.221185,0.204879,2.27606,0.37946,-0.486788,-0.6201
-0.251918,0.220779,0.204295,2.27601,0.380219,-0.487601,-0.620738
-0.251242,0.220711,0.203473,2.27566,0.38108,-0.488863,-0.620068
-0.250675,0.220406,0.202669,2.27544,0.380835,-0.489603,-0.62057
-0.249742,0.220154,0.201938,2.27523,0.381545,-0.490699,-0.621061
-0.249024,0.219781,0.201122,2.27491,0.381918,-0.491956,-0.621158
-0.248181,0.219119,0.200439,2.27486,0.382117,-0.49313,-0.621789
-0.247171,0.219044,0.19955,2.27464,0.382898,-0.494924,-0.622511
-0.246389,0.218485,0.198728,2.27424,0.38403,-0.496174,-0.621124
-0.245443,0.217794,0.197869,2.27427,0.384326,-0.497219,-0.623141
-0.244575,0.217575,0.196997,2.27385,0.384806,-0.498763,-0.623643
-0.243796,0.216723,0.195863,2.27364,0.384976,-0.499672,-0.623318
-0.242654,0.216035,0.194885,2.27365,0.385294,-0.50076,-0.625306
-0.241617,0.215353,0.193936,2.2734,0.385987,-0.50211,-0.625925
-0.2407,0.214446,0.19296,2.2731,0.387447,-0.503209,-0.624093
-0.239553,0.213787,0.191962,2.27299,0.387317,-0.504578,-0.62531
-0.238526,0.212829,0.190945,2.27278,0.387944,-0.505601,-0.625796
-0.237322,0.211898,0.18998,2.27269,0.388456,-0.506757,-0.625712
-0.236304,0.211032,0.188775,2.27249,0.388966,-0.508075,-0.627138
-0.235214,0.209951,0.187715,2.27206,0.389819,-0.509337,-0.625366
-0.233991,0.208948,0.186573,2.27197,0.390484,-0.510764,-0.626795
-0.232728,0.207982,0.185482,2.27166,0.391308,-0.512232,-0.627067
-0.231654,0.206589,0.184463,2.27143,0.392484,-0.513528,-0.626074
-0.230337,0.205566,0.183122,2.27138,0.393225,-0.514692,-0.627311
-0.229118,0.204449,0.182157,2.2709,0.393976,-0.516005,-0.626653
-0.227693,0.20356,0.181127,2.27087,0.395439,-0.517593,-0.626538
-0.226226,0.202675,0.180276,2.27046,0.396523,-0.519433,-0.626061
-0.224928,0.201308,0.178964,2.2703,0.397608,-0.520666,-0.626771
-0.223645,0.199972,0.177905,2.27005,0.399021,-0.522085,-0.626778
-0.222425,0.198473,0.176668,2.26997,0.398966,-0.523197,-0.626932
-0.221001,0.197213,0.175699,2.26974,0.400695,-0.52468,-0.624871
-0.219735,0.195793,0.174387,2.26958,0.401533,-0.525907,-0.624938
-0.218527,0.19417,0.173198,2.26928,0.402598,-0.526915,-0.623815
-0.217138,0.1926,0.171998,2.26938,0.402844,-0.527985,-0.625476
-0.215889,0.191186,0.170893,2.26891,0.404167,-0.529347,-0.624759
-0.214677,0.189627,0.169767,2.26864,0.405316,-0.530423,-0.623358
-0.213105,0.188341,0.16871,2.26847,0.406599,-0.531792,-0.624164
-0.211756,0.186853,0.167629,2.26821,0.407604,-0.532947,-0.624164
-0.210527,0.185047,0.166556,2.26794,0.408299,-0.533854,-0.623721
-0.209089,0.183709,0.165456,2.2677,0.409741,-0.535168,-0.624468
-0.207873,0.182122,0.164413,2.26726,0.410872,-0.536483,-0.623751
-0.206447,0.180415,0.163408,2.26723,0.411779,-0.537702,-0.623934
-0.205121,0.179066,0.16236,2.26688,0.413126,-0.538937,-0.624925
-0.203919,0.177435,0.161431,2.26647,0.414053,-0.539909,-0.623775
-0.202466,0.175954,0.160496,2.26613,0.415836,-0.541085,-0.623831
-0.201178,0.174408,0.159549,2.26578,0.416289,-0.54191,-0.62412
-0.199866,0.172828,0.158578,2.26557,0.416787,-0.542921,-0.624282
-0.198498,0.171302,0.157648,2.26518,0.418683,-0.543866,-0.624357
-0.197149,0.169798,0.15693,2.26468,0.419789,-0.544774,-0.623394
-0.195689,0.168426,0.155806,2.26399,0.421792,-0.545348,-0.62731
-0.194251,0.16697,0.155099,2.26344,0.422604,-0.546111,-0.626331
-0.192871,0.165646,0.154381,2.26276,0.423715,-0.546835,-0.627115
-0.191172,0.164533,0.153779,2.26232,0.424928,-0.54789,-0.626495
-0.189956,0.163061,0.153271,2.26179,0.42495,-0.548773,-0.624805
-0.188421,0.161905,0.152743,2.26122,0.426767,-0.549827,-0.622294
-0.187076,0.160486,0.152068,2.26073,0.426874,-0.550141,-0.623198
-0.185726,0.159303,0.151664,2.25995,0.42821,-0.550916,-0.621174
-0.184296,0.157957,0.151195,2.25963,0.428835,-0.551459,-0.622193
-0.183053,0.156804,0.15065,2.25886,0.429536,-0.551881,-0.621759
-0.181805,0.155486,0.150199,2.2583,0.429415,-0.552553,-0.621722
-0.180438,0.154305,0.149649,2.25785,0.42856,-0.552605,-0.623609
-0.179241,0.153062,0.149205,2.25725,0.428936,-0.55279,-0.624057
-0.178092,0.151776,0.148708,2.2568,0.428756,-0.552993,-0.62503
-0.176947,0.150624,0.148039,2.25626,0.427321,-0.552569,-0.627567
-0.175794,0.149489,0.147709,2.2556,0.427232,-0.553003,-0.626979
-0.174802,0.14812,0.146759,2.25559,0.425249,-0.551775,-0.633058
-0.173749,0.147045,0.146046,2.25507,0.422777,-0.551202,-0.637099
-0.172849,0.145847,0.146074,2.25429,0.423464,-0.551663,-0.631564
-0.171738,0.144875,0.145674,2.2538,0.42133,-0.55139,-0.634741
-0.17079,0.143902,0.145251,2.25325,0.419596,-0.551107,-0.637386
-0.170058,0.142579,0.144571,2.2532,0.417845,-0.550535,-0.636105
-0.168831,0.141885,0.144501,2.25232,0.416641,-0.550553,-0.638389
-0.168235,0.140787,0.143996,2.25173,0.415618,-0.550058,-0.63929
-0.167416,0.139911,0.143438,2.25158,0.412561,-0.549588,-0.640753
-0.166606,0.139119,0.143084,2.2509,0.41169,-0.549344,-0.643904
-0.165999,0.138,0.142864,2.25051,0.40958,-0.54886,-0.643562
-0.16488,0.137453,0.142696,2.24997,0.408056,-0.548725,-0.645788
-0.164482,0.136432,0.142351,2.24918,0.406364,-0.548353,-0.647947
-0.163556,0.135952,0.142077,2.24899,0.403266,-0.548347,-0.648336
-0.162965,0.135147,0.141914,2.2484,0.401351,-0.547964,-0.653542
-0.162384,0.134419,0.141816,2.24772,0.399201,-0.547798,-0.654061
-0.161799,0.133679,0.141655,2.24752,0.396527,-0.547636,-0.654508
-0.161321,0.133095,0.141453,2.24643,0.395619,-0.547418,-0.65891
-0.160819,0.132591,0.141303,2.24565,0.394046,-0.547485,-0.660547
-0.16021,0.132131,0.1411,2.24516,0.391778,-0.547153,-0.665668
-0.159734,0.131484,0.141051,2.24453,0.391394,-0.547085,-0.665555
-0.159123,0.131024,0.141086,2.24399,0.390308,-0.547095,-0.665784
-0.158576,0.130869,0.141137,2.24311,0.389321,-0.547204,-0.666911
-0.158224,0.130412,0.141061,2.24254,0.387686,-0.547022,-0.669244
-0.15777,0.130018,0.141057,2.24215,0.387261,-0.546915,-0.669792
-0.157281,0.129835,0.141202,2.24143,0.385551,-0.546939,-0.671465
-0.157023,0.129457,0.141151,2.2407,0.383797,-0.54659,-0.673099
-0.156633,0.129105,0.141238,2.24015,0.38283,-0.546656,-0.672929
-0.156354,0.128894,0.14129,2.23953,0.381062,-0.546394,-0.674977
-0.155912,0.128654,0.141488,2.23904,0.381347,-0.546354,-0.673671
-0.155459,0.128638,0.141568,2.23846,0.379589,-0.546399,-0.676013
-0.155149,0.128462,0.141729,2.23779,0.378444,-0.54624,-0.675312
-0.155021,0.128169,0.1418,2.23728,0.377042,-0.545983,-0.676472
-0.154544,0.128294,0.141934,2.2367,0.376287,-0.54588,-0.677705
-0.154329,0.128177,0.14207,2.23617,0.375222,-0.545781,-0.677671
-0.154055,0.127975,0.142151,2.23574,0.374128,-0.545388,-0.679229
-0.153732,0.12814,0.142319,2.23514,0.373133,-0.545249,-0.680333
-0.15362,0.128133,0.142349,2.23458,0.372784,-0.545119,-0.677639
-0.153237,0.128224,0.142626,2.23402,0.372117,-0.544964,-0.67851
-0.153098,0.128151,0.142804,2.23336,0.37191,-0.544765,-0.677788
-0.152883,0.128294,0.142684,2.23322,0.370834,-0.544258,-0.680274
-0.152731,0.128284,0.143109,2.23239,0.370883,-0.544189,-0.678514
-0.152739,0.12826,0.143149,2.23197,0.370364,-0.543791,-0.678468
-0.152276,0.128583,0.143432,2.23149,0.370068,-0.543794,-0.6793
-0.152287,0.128593,0.143521,2.23099,0.369269,-0.543358,-0.67986
-0.152127,0.1287,0.143759,2.23062,0.369003,-0.543069,-0.678086
-0.151845,0.129023,0.14394,2.23018,0.36825,-0.542891,-0.679677
-0.151847,0.129134,0.144204,2.22959,0.368118,-0.542721,-0.677972
-0.151798,0.129153,0.144276,2.22935,0.367782,-0.542222,-0.678403
-0.151677,0.129449,0.144459,2.22876,0.367025,-0.542023,-0.67945
-0.151827,0.129422,0.144648,2.22827,0.366981,-0.541725,-0.677969
-0.151638,0.129815,0.144941,2.22788,0.366737,-0.541621,-0.678602
-0.151679,0.130064,0.145151,2.22731,0.366301,-0.54142,-0.678872
-0.151757,0.130311,0.14515,2.22706,0.365544,-0.541154,-0.678411
-0.151614,0.130658,0.145337,2.22656,0.365089,-0.540981,-0.679268
-0.151568,0.13077,0.145814,2.22609,0.365217,-0.540922,-0.678187
-0.151638,0.131047,0.145801,2.22579,0.364548,-0.540658,-0.678239
-0.151766,0.131059,0.14617,2.22536,0.364543,-0.540487,-0.677267
-0.151974,0.131191,0.146326,2.22492,0.363538,-0.540203,-0.677848
-0.151911,0.131522,0.146444,2.22481,0.362652,-0.539933,-0.680346
-0.152074,0.131771,0.146696,2.22428,0.362288,-0.539902,-0.680129
-0.152256,0.132141,0.146685,2.22405,0.361527,-0.539917,-0.679255
-0.152225,0.132137,0.147006,2.2237,0.361003,-0.539443,-0.679784
-0.152419,0.132373,0.147277,2.22326,0.361111,-0.539496,-0.678487
-0.152513,0.132907,0.147249,2.22316,0.36054,-0.539589,-0.67955
-0.152824,0.132737,0.147656,2.2226,0.360026,-0.539301,-0.679097
-0.153064,0.132931,0.147824,2.22222,0.359531,-0.539127,-0.678608
-0.153198,0.133279,0.148002,2.2219,0.358996,-0.538964,-0.680633
-0.153394,0.133574,0.148229,2.22153,0.358372,-0.538921,-0.680797
-0.153723,0.133565,0.148397,2.22132,0.358255,-0.538835,-0.679299
-0.153773,0.13399,0.148601,2.2209,0.35796,-0.538836,-0.680548
-0.154045,0.134188,0.14885,2.22053,0.356883,-0.538811,-0.680439
-0.154425,0.134197,0.148881,2.22043,0.356376,-0.538505,-0.680858
-0.154697,0.134406,0.14909,2.21993,0.355526,-0.538351,-0.681312
-0.155128,0.134519,0.149223,2.21951,0.355156,-0.538214,-0.680661
-0.155363,0.134749,0.149384,2.21922,0.354563,-0.538094,-0.68201
-0.155679,0.13495,0.149578,2.21884,0.354004,-0.538075,-0.682373
-0.156093,0.135061,0.149843,2.21841,0.353681,-0.538167,-0.681163
-0.156323,0.135305,0.149937,2.21815,0.352907,-0.537998,-0.682013
-0.156592,0.135423,0.150236,2.21772,0.352541,-0.538004,-0.680779
-0.157033,0.135576,0.150114,2.21768,0.35148,-0.537717,-0.682575
-0.15737,0.135683,0.150537,2.21709,0.351167,-0.537727,-0.682885
-0.157893,0.135714,0.150693,2.21677,0.350468,-0.537543,-0.68205
-0.158088,0.135932,0.150915,2.21646,0.350087,-0.537484,-0.682823
-0.158543,0.135991,0.151082,2.21596,0.349622,-0.537269,-0.682661
-0.15891,0.136175,0.151143,2.21576,0.349192,-0.537298,-0.681657
-0.159204,0.136236,0.151505,2.21531,0.349023,-0.537203,-0.68216
-0.159599,0.136257,0.151691,2.21486,0.348365,-0.536917,-0.681698
-0.159915,0.136319,0.151824,2.21472,0.347723,-0.536651,-0.682697
-0.160334,0.136506,0.152156,2.21414,0.347179,-0.536773,-0.682049
-0.160835,0.136475,0.152325,2.21377,0.346492,-0.536382,-0.681798
-0.16109,0.136636,0.152571,2.21344,0.346481,-0.536383,-0.682516
-0.161463,0.136649,0.152722,2.2131,0.345782,-0.536086,-0.682601
-0.161763,0.136687,0.152979,2.21285,0.345365,-0.535918,-0.682407
-0.162165,0.136798,0.153256,2.21235,0.34514,-0.535997,-0.682951
-0.162572,0.13687,0.153495,2.21193,0.344383,-0.535832,-0.682816
-0.162868,0.136778,0.153732,2.21173,0.34378,-0.535613,-0.682699
-0.163229,0.137027,0.154106,2.21115,0.34328,-0.535659,-0.683205
-0.163715,0.136938,0.154351,2.21075,0.34268,-0.535396,-0.68241
-0.163986,0.137062,0.154613,2.2104,0.342089,-0.535316,-0.683669
-0.164413,0.137078,0.154891,2.20987,0.341442,-0.53508,-0.683847
-0.164622,0.13721,0.155141,2.20965,0.340937,-0.534995,-0.684255
-0.164931,0.137221,0.155433,2.20918,0.341117,-0.534909,-0.684466
-0.16521,0.137298,0.155889,2.20864,0.340548,-0.534768,-0.682891
-0.16558,0.137276,0.156021,2.20839,0.339928,-0.53409,-0.68391
-0.1658,0.137364,0.156411,2.20782,0.339768,-0.534045,-0.68373
-0.166304,0.137227,0.156638,2.20727,0.338985,-0.533426,-0.683167
-0.166412,0.137386,0.156925,2.20699,0.338387,-0.533244,-0.685226
-0.166806,0.137364,0.157248,2.20629,0.338032,-0.533095,-0.684403
-0.167012,0.137271,0.157532,2.20593,0.338229,-0.532845,-0.683231
-0.167322,0.137359,0.15779,2.20534,0.33768,-0.532363,-0.684888
-0.167621,0.137333,0.158119,2.20473,0.337285,-0.532276,-0.684139
-0.16776,0.137219,0.158345,2.20448,0.337088,-0.531958,-0.68444
-0.168098,0.137282,0.158666,2.20382,0.336515,-0.531731,-0.684797
-0.168464,0.137142,0.158939,2.2033,0.335942,-0.531485,-0.683675
-0.168518,0.137262,0.159187,2.20293,0.335108,-0.531307,-0.685299
-0.168771,0.137219,0.159482,2.20241,0.334654,-0.531217,-0.685399
-0.169027,0.137096,0.159826,2.20194,0.334405,-0.531069,-0.684297
-0.169208,0.137136,0.16005,2.20138,0.33417,-0.530843,-0.684998
-0.169462,0.13702,0.160298,2.2008,0.333397,-0.530763,-0.685353
-0.169549,0.13687,0.16054,2.20046,0.333222,-0.530552,-0.68522
-0.169738,0.136881,0.160681,2.19994,0.332181,-0.530391,-0.687557
-0.169953,0.136766,0.160982,2.19932,0.332352,-0.530309,-0.685551
-0.170035,0.136763,0.161186,2.19886,0.331565,-0.530425,-0.68646
-0.170173,0.13666,0.161384,2.19821,0.331362,-0.530353,-0.686353
-0.170409,0.136379,0.161481,2.19793,0.33106,-0.530012,-0.686952
-0.17054,0.136428,0.161739,2.19727,0.330665,-0.530237,-0.68737
-0.170557,0.136401,0.16198,2.19669,0.330449,-0.530385,-0.686621
-0.170747,0.136065,0.162031,2.1964,0.32965,-0.529989,-0.687976
-0.170877,0.135967,0.162279,2.19574,0.329783,-0.53025,-0.687407
-0.171133,0.135824,0.162429,2.19519,0.329047,-0.530358,-0.687508
-0.171168,0.135732,0.16263,2.19472,0.328889,-0.530564,-0.687947
-0.171121,0.135667,0.162785,2.19413,0.328556,-0.530625,-0.688525
-0.171214,0.135475,0.163012,2.19366,0.328419,-0.530999,-0.687327
-0.171274,0.135445,0.163151,2.19309,0.328069,-0.531238,-0.688025
-0.171368,0.135275,0.163284,2.19252,0.327799,-0.531342,-0.688563
-0.171374,0.13504,0.163371,2.19227,0.32688,-0.531253,-0.690551
-0.171467,0.134942,0.163465,2.19172,0.3266,-0.531457,-0.690656
-0.171705,0.134724,0.163689,2.19095,0.326414,-0.531717,-0.690093
-0.171698,0.134521,0.163692,2.19051,0.325781,-0.531712,-0.690992
-0.171707,0.134418,0.163827,2.1899,0.325817,-0.531934,-0.691704
-0.171658,0.134255,0.163983,2.18946,0.325506,-0.532149,-0.691088
-0.171719,0.134093,0.164046,2.18885,0.325154,-0.532082,-0.692192
-0.1717,0.133985,0.164194,2.18823,0.324926,-0.532178,-0.691735
-0.171651,0.133702,0.164159,2.188,0.324141,-0.532085,-0.69267
-0.171757,0.133561,0.16433,2.18734,0.323992,-0.532171,-0.69261
-0.17182,0.133346,0.164338,2.18682,0.323042,-0.53207,-0.692667
-0.171697,0.133238,0.164488,2.18631,0.322798,-0.532389,-0.692762
-0.171845,0.132907,0.164385,2.18586,0.321721,-0.532266,-0.693808
-0.171673,0.132769,0.164491,2.18559,0.321292,-0.532615,-0.693808
-0.171625,0.132653,0.164538,2.1851,0.320817,-0.53287,-0.694978
-0.171624,0.132501,0.164607,2.18466,0.320098,-0.532912,-0.695351
-0.171623,0.132231,0.164621,2.18444,0.319152,-0.532792,-0.697318
-0.17157,0.132087,0.16454,2.18405,0.318788,-0.532696,-0.698664
-0.171599,0.131848,0.164552,2.18372,0.318138,-0.532635,-0.699258
-0.171404,0.131819,0.164674,2.18336,0.317641,-0.532728,-0.700508
-0.171415,0.131564,0.164573,2.18309,0.316662,-0.532559,-0.702387
-0.171321,0.131462,0.164522,2.18294,0.316275,-0.532509,-0.703387
-0.17132,0.13116,0.164546,2.18263,0.315762,-0.532397,-0.704552
-0.171284,0.131003,0.164575,2.18224,0.314753,-0.53224,-0.70516
-0.171108,0.130789,0.164565,2.1822,0.314345,-0.532211,-0.706901
-0.171255,0.130554,0.1645,2.18173,0.313564,-0.532199,-0.707856
-0.17117,0.130428,0.164536,2.18145,0.312795,-0.531896,-0.708481
-0.171058,0.130203,0.164539,2.18119,0.312107,-0.531797,-0.709222
-0.171001,0.130021,0.164495,2.18093,0.311535,-0.531663,-0.711019
-0.17093,0.129745,0.164555,2.18073,0.311324,-0.531667,-0.709618
-0.170758,0.129781,0.164525,2.18046,0.310613,-0.531549,-0.711616
-0.170766,0.129533,0.164534,2.18014,0.310164,-0.531539,-0.71173
-0.170621,0.129308,0.164565,2.18008,0.309924,-0.531337,-0.712083
-0.170555,0.129273,0.164551,2.1797,0.309304,-0.53121,-0.71427
-0.170651,0.128999,0.164583,2.17945,0.308963,-0.531249,-0.713323
-0.170404,0.129056,0.164929,2.17899,0.309657,-0.531982,-0.710683
-0.170421,0.128843,0.164906,2.17862,0.309361,-0.531614,-0.711287
-0.170311,0.128746,0.164694,2.17877,0.308509,-0.531359,-0.714141
-0.170095,0.12875,0.164884,2.17835,0.308912,-0.531513,-0.712761
-0.170061,0.128582,0.164857,2.17816,0.308135,-0.531141,-0.714146
-0.169932,0.128519,0.164704,2.17816,0.307283,-0.530884,-0.71634
-0.169965,0.12826,0.164813,2.17782,0.307562,-0.530778,-0.714711
-0.170024,0.128101,0.164661,2.17767,0.306598,-0.530297,-0.716897
-0.169775,0.128083,0.164806,2.1774,0.306937,-0.530342,-0.714744
-0.169726,0.128039,0.1647,2.17732,0.306116,-0.529743,-0.719143
-0.169672,0.127865,0.16472,2.17711,0.305857,-0.529859,-0.716646
-0.169457,0.127833,0.164678,2.17706,0.305576,-0.529485,-0.718673
-0.169416,0.127773,0.164772,2.17663,0.305589,-0.529424,-0.717034
-0.169274,0.127654,0.164792,2.17662,0.305548,-0.529441,-0.715836
-0.169361,0.127589,0.164793,2.17627,0.305191,-0.529232,-0.716727
-0.169381,0.127424,0.164675,2.17619,0.304393,-0.528851,-0.718293
-0.169154,0.127567,0.164926,2.17582,0.304907,-0.529167,-0.715033
-0.169212,0.127438,0.164914,2.17569,0.304861,-0.529018,-0.715379
-0.169113,0.12731,0.164845,2.17569,0.303859,-0.528844,-0.71573
-0.168934,0.12738,0.164667,2.17579,0.303213,-0.528449,-0.721059
-0.1689,0.127353,0.164676,2.17563,0.302698,-0.528259,-0.721092
-0.168765,0.127273,0.164668,2.17573,0.301633,-0.528152,-0.722281
-0.168715,0.127314,0.164736,2.17535,0.301738,-0.528342,-0.721953
-0.168786,0.127205,0.164745,2.17525,0.301294,-0.528137,-0.722294
-0.168537,0.127237,0.164744,2.1752,0.30116,-0.528176,-0.72228
-0.168602,0.127194,0.164855,2.1749,0.301225,-0.528115,-0.720898
-0.16865,0.127078,0.164947,2.17475,0.301009,-0.528028,-0.719829
-0.168542,0.127059,0.164927,2.17462,0.301366,-0.528183,-0.718834
-0.168413,0.127059,0.164854,2.17452,0.300653,-0.527824,-0.720012
-0.168324,0.127009,0.164764,2.1748,0.300258,-0.527594,-0.721354
-0.16826,0.127085,0.164956,2.17444,0.300287,-0.52766,-0.719896
-0.168347,0.126968,0.164872,2.17439,0.300008,-0.527424,-0.720609
-0.168152,0.127053,0.164657,2.17468,0.298855,-0.526915,-0.725505
-0.168073,0.127055,0.164813,2.17447,0.299309,-0.527135,-0.723923
-0.168095,0.126981,0.164891,2.17438,0.299524,-0.527255,-0.720108
-0.167975,0.127056,0.164912,2.17433,0.299518,-0.527226,-0.721745
-0.167879,0.127093,0.165054,2.17408,0.299949,-0.527521,-0.719709
