Pectoralis,AntDelt,PostDelt,TeresMaj,TriLong,TriShort,BicepLong,BicepShort,Brachiorad,FlexCarpiRad,FlexCarpiUln,ExtCarpiRad,
0.0203483,-0.00680456,-0.000854683,-0.000447662,-0.00379311,0.00648267,-0.00416978,0.0110189,-0.0276578,-0.00726377,0.00773276,0.0289283,
0.0163178,-0.00236859,0.00302501,-0.0010648,-0.00504823,-0.000305685,-0.00339344,0.0119422,-0.0269861,-0.0173176,0.0023952,0.0162171,
0.0135798,-0.00340328,0.00110955,-0.000716987,-0.0021192,0.00449685,-0.00100433,0.01673,-0.0160139,-0.0154586,0.00672004,-0.00711414,
0.0253339,-0.00282596,0.00756442,0.00445912,-0.00498622,0.00157376,-0.00376332,0.0118607,-0.0063311,-0.00683785,0.00396627,-0.0368804,
0.024215,-0.00514384,0.00275115,-0.0058188,-0.00238131,0.0038027,-0.00877299,0.00151958,0.00238444,0.00146201,0.0012166,-0.0595603,
0.0127985,-0.00102064,0.0030888,0.00450678,-0.00267494,0.000237639,-0.00476543,0.00180369,0.0101329,0.00171436,0.00104653,-0.0613108,
9.86431e-05,-0.00462184,-0.00140284,2.22774e-05,0.000893684,0.000536824,-0.00622809,-0.0104668,0.0149826,0.00389945,0.00313409,-0.0492147,
-0.00100692,-0.000494251,0.00633918,0.001332,-0.00423116,-0.000772773,-0.00028333,-0.00663908,0.0130706,-0.00196291,0.00393788,-0.0335744,
-0.00468377,-0.00795442,0.00120335,6.54776e-05,-0.00130846,0.00403544,-0.00592578,-0.00828328,0.0118015,0.00988267,0.00313594,-0.0256578,
-0.0135076,-0.00156894,0.00540369,-0.00345532,-0.000962295,-0.000491769,-0.000619533,-0.0108922,0.00666832,0.000481227,0.00137211,-0.0193483,
-0.024259,0.000955356,0.00219921,0.00139373,-0.000295152,0.00431822,0.00372351,-0.00609538,0.00700741,0.00717806,0.00347547,-0.0146457,
-0.021163,0.00187205,-0.0013274,0.00270079,0.000371048,0.00333412,0.00356195,0.000956149,0.00316061,0.00679335,0.00397297,-0.0121941,
-0.0206386,0.00150306,0.000618826,0.00110977,-0.00347086,0.00331668,0.00436876,-0.00197141,0.000279092,0.00866342,0.00415233,-0.0152128,
-0.0275152,0.00210197,0.000955141,0.00112788,-0.0015187,0.00330006,0.0022806,0.0037946,-0.00550039,0.0060275,0.00111603,-0.00148793,
-0.0256955,-0.000194542,0.00193513,-0.0030398,-0.00343071,0.000386751,0.0018046,-0.00299398,-0.0103144,0.000495289,0.00774169,0.0096641,
-0.0151796,0.00234011,0.00388072,0.00309413,-0.00663133,0.000693618,0.00680402,0.00374018,-0.0167385,-0.00406992,0.0060005,0.0147019,
-0.00723548,-0.000596225,-0.00190054,0.001179,-0.0033939,0.0032548,0.00182559,0.0050025,-0.0131826,-0.00219512,0.00297513,0.0104061,
-0.00862385,0.00226439,0.000366484,0.000229217,-0.0036986,0.00163144,0.00457607,0.00497826,-0.00479775,-0.00192887,0.000275213,0.00933241,
-0.00453536,0.00287338,0.000379641,0.00282033,-0.000784601,0.00033067,0.00507518,0.00753075,0.0071285,0.00542125,0.00208593,0.0108369,
0.00342035,0.000908781,-0.00218303,0.00283546,-0.00237846,0.00224994,0.00300093,0.0020359,0.00521136,-0.00107099,-0.000607159,0.00590524,
0.0075167,0.00699466,0.000726994,0.000918519,-0.00268519,-0.000659329,0.00543596,0.000727502,0.00265056,-0.00498656,0.00249801,0.00483949,
-0.00415811,0.000526695,0.000417271,-3.30101e-05,-0.00267055,0.00254884,-0.000175522,0.00360555,-0.000231832,-0.00761323,0.00142116,0.00281049,
-0.00778031,0.00629439,-0.000858625,-0.00420435,-0.00297838,-0.00518851,-0.00256564,-0.00188569,-0.000216292,-0.00830713,-0.00126225,-0.000181799,
-0.0059254,0.0107761,0.00172842,0.00224801,-0.000389199,-0.000369662,-0.00270029,0.00163863,0.00462894,-0.013829,0.0028182,0.000691707,
-0.00149079,0.0062453,-0.00727483,-0.00160214,-0.0013418,-0.00198922,-0.00766226,0.00130083,0.00818708,-0.0116232,0.00625778,-0.000363995,
-0.00316888,0.00815503,-0.00179108,0.00130815,0.00285631,0.00218656,-0.0135883,-0.00193328,0.0130338,-0.010382,0.000685894,-0.00689031,
-0.00323297,0.00620314,-0.00113688,0.00067674,0.00190305,-7.61338e-05,-0.0172591,0.0035262,0.0146619,-0.0101054,0.000589868,-0.00826321,
-0.000395246,0.00521868,-0.00112697,-0.00156469,0.000627605,-0.00266045,-0.02286,0.00126023,0.00759856,-0.0149787,-0.00240088,-0.00770214,
0.00309077,0.00423577,-0.000151669,0.000700772,0.00096168,0.000228533,-0.024274,0.00833171,0.00311178,-0.0130899,0.00362542,-0.00746073,
0.00754709,0.00325432,0.00146708,0.00425372,0.00129562,0.00215194,-0.0314814,0.0083216,0.000879692,-0.009268,-0.00322337,-0.013334,
0.00975436,-0.00191099,-0.00270956,-0.00313963,0.00549278,-0.000753563,-0.034502,0.00573705,-0.00972173,-0.00608857,0.0034519,-0.00729311,
0.0196928,7.72605e-06,-0.000447814,0.00491999,0.00743631,-0.00559054,-0.0371989,0.00991435,0.00124818,0.00353125,-0.000172551,-0.0105863,
0.0222313,-0.00773059,-0.0126739,0.00332111,0.00455072,-0.0030227,-0.0392503,0.00926356,0.0167266,0.0141185,0.00264417,-0.00325324,
0.0305694,-0.00194621,0.00182072,0.00300977,0.00230907,0.000833032,-0.0396902,0.00893571,0.0196506,0.0234198,-0.00258542,-0.00300062,
0.017342,-0.011292,-0.00267968,0.00366403,0.00135528,0.00114749,-0.035299,0.00925268,0.0248295,0.0314351,0.000879585,0.00208339,
0.0247236,-0.00614946,-0.0039611,0.00174254,0.00297714,-0.00304518,-0.0270423,0.0105364,0.0197078,0.0330134,-0.00305801,-0.00152276,
0.0179443,-0.00583509,-0.00137966,0.000464723,0.00492109,-0.00240868,-0.0216807,0.00892335,0.0207044,0.0345936,0.00395241,0.00968272,
0.0230815,-0.00358818,-0.00105225,0.00176222,0.00654328,-0.000806353,-0.0166384,0.00988661,0.0165513,0.034244,-0.00255684,0.00414952,
0.00633108,-0.00842317,-0.00330078,-0.00144768,0.00237071,0.000474023,-0.0067641,0.00376778,0.0111119,0.0200528,-0.00520097,0.0137499,
0.00246273,-5.7755e-05,0.00282078,0.00435658,0.00109584,0.00014465,0.01084,0.00408832,0.0137223,0.00393167,-0.00398008,0.0172357,
-0.00719631,-0.00585704,-0.00264796,-0.00207319,-0.000178791,-0.00179449,0.0158918,-0.0110439,0.0156902,-0.00993415,0.00110577,0.0210458,
-0.000754071,0.00283177,0.00186313,0.00276479,-0.00145318,-0.000192357,0.0270642,-0.0200589,0.0176593,-0.0122084,-0.0028212,0.0103708,
-0.0133024,-0.00425391,0.000900856,-0.00205572,-0.00111759,0.000443849,0.0243971,-0.0268201,0.0205953,-0.010296,-0.00320532,0.0132196,
-0.00395462,-0.00393428,0.00380155,-0.00880812,0.00275963,-0.0037492,0.0297828,-0.0371225,0.0228885,-0.0183622,-0.00326608,0.0109194,
-0.00651486,-0.00554569,0.0012289,-0.00203919,0.00438355,-0.00536687,0.0335633,-0.0390543,0.0129488,-0.01033,-0.00171578,0.0153822,
0.00380635,-0.00490293,-0.00230988,-0.00396294,0.00343224,-0.00601886,0.0379923,-0.0387323,0.00622921,-0.00519392,-0.0030617,0.0101888,
-0.00711691,-0.00490349,-5.40112e-05,-0.00395526,0.000871537,-0.00216385,0.0385627,-0.0393761,0.00111996,0.00412872,-0.00440641,0.0082167,
-0.00902217,-0.00651322,0.00316739,0.00313492,0.00185252,-0.00442592,0.0468647,-0.027142,-0.00624245,0.0105551,-0.00639385,0.00689035,
-0.00738253,-0.00619075,0.000271622,-0.00104307,0.00412159,-0.00475653,0.0413282,-0.0255317,-0.00813156,0.00635872,-0.00161944,0.00299018,
-0.00155416,-0.00232641,0.00188277,0.00379311,0.00703487,-0.00379955,0.044811,-0.00975553,-0.0026159,-0.00395341,0.00219018,-0.00638138,
-0.00473676,-0.00264678,-0.00262325,-0.00167304,-0.00325114,-0.00284276,0.0289824,-0.00170544,0.00869467,0.00247658,0.00117164,-0.0205806,
0.00206419,-0.00232273,0.0022068,-0.00166635,0.00674551,-0.00446169,0.0324753,-0.00266902,0.014532,-0.00107254,-0.00145569,-0.0225446,
0.00468319,-0.00167622,-0.0029436,0.000271828,0.00225509,-0.00608078,0.0243831,0.000875464,0.0194032,-0.000113422,0.00654193,-0.0145271,
0.0143882,-0.00360469,-0.00455287,0.00285373,0.00420382,-0.0067342,0.0227346,0.00474292,0.0204106,-0.00108496,0.00166267,-0.0158448,
0.0131503,0.00605729,-0.00519655,-0.0013253,3.59361e-05,-0.000305019,0.0169055,0.0134407,0.0246366,0.00309552,0.000969416,-0.0190929,
0.00901799,0.00638352,0.00220812,0.00125632,0.00617047,0.000651041,0.0133345,0.0224617,0.0175937,0.000838067,-0.00197675,-0.0152572,
0.00907397,0.00992973,-0.00229927,-0.00421074,0.00329089,-0.00257822,0.00944591,0.0211822,0.00314501,0.00212282,-0.00266869,-0.00852299,
0.00655732,0.0215251,0.0018856,0.001912,0.00846009,-0.00806113,0.0042737,0.0308502,0.000284792,-0.00109881,-0.000462592,-0.00404126,
0.00758485,0.0221749,-0.00906096,0.000308014,-0.00375538,0.000621393,-0.00250426,0.0331153,-0.00483069,0.00211914,-0.00662648,-0.00792897,
-0.00394067,0.0292641,0.00349411,0.00353307,0.00173614,0.000611499,-0.00734679,0.036026,-0.0154211,-0.00496435,-0.00441942,0.00299373,
-0.00612729,0.0234761,0.000595852,-0.000968578,-0.000820752,-0.000364168,-0.0150832,0.0347534,-0.00991659,-0.0043206,0.00229522,0.0193905,
-0.00702367,0.0231615,0.00091692,0.00129048,0.0014516,0.000591907,-0.0199188,0.0276876,-0.0172922,-0.00818343,0.0012836,0.0138963,
0.00528193,0.0193058,-0.00326927,8.10365e-06,-0.00368064,0.00219199,-0.0202439,0.0209455,-0.026602,-0.0027094,-0.00198131,0.00132042,
0.00439015,0.0109431,0.00284664,0.00452062,-0.000764289,0.00475807,-0.0167027,0.0167807,-0.0262565,-0.000776221,-0.00878733,-0.0057814,
0.0115491,-0.000960965,0.00220175,-0.00287878,-0.000423456,-0.00104616,-0.0150902,0.0110079,-0.0333186,-0.00109616,-0.00496907,0.00546848,
0.0167783,-0.00513855,0.00381045,0.0100041,0.00217095,0.00248616,-0.007036,0.0126414,-0.0448911,-0.0017376,-0.000506758,0.00931469,
0.0181462,-0.017365,-0.00262938,0.00453625,0.0015459,0.00183349,-0.00445213,0.00429614,-0.0526035,0.00341633,-0.0050587,-0.00164748,
0.0108234,-0.0212213,0.00252074,0.00454134,-0.000366999,0.00150304,-0.0021876,0.0133371,-0.0490514,-0.00205345,-0.0118641,-0.0148623,
0.00672164,-0.0353803,-5.56996e-05,0.000683064,-0.000348354,0.0011729,0.00104527,0.0152966,-0.0409955,-0.00172793,-0.00579184,-0.0200277,
0.0122796,-0.0302235,-0.002954,0.00165384,0.00256763,-0.000766611,0.0075,0.0169353,-0.0316552,-0.0110604,-0.00326085,-0.0280897,
0.0200923,-0.0308624,0.0012305,0.00198063,0.00194208,-0.000452174,0.0117035,0.0176091,-0.0242499,-0.0107342,-0.000407895,-0.0171562,
0.0108433,-0.0298924,0.000264048,0.00198537,0.000350496,0.00147236,0.00592895,0.0160302,-0.0191015,-0.00976397,-0.00238405,-0.00815347,
0.00803388,-0.029889,0.000263543,-0.00766828,-0.000597445,-0.000144067,0.00788317,0.00833494,-0.0216828,-0.011047,-0.000818828,0.0092207,
0.00812263,-0.0195842,0.00541425,-0.00541022,-0.00154566,0.00145936,0.0098394,0.00707897,-0.0155747,-0.0129737,-0.00504856,0.0175815,
0.00628015,-0.0173288,-0.000702849,-0.00765951,-0.00346002,0.00145353,0.00922198,-0.000937539,-0.0162302,-0.0113588,-0.0031614,0.0188606,
-0.00135708,-0.00734742,0.00477014,-0.00379206,-0.00988192,0.00885283,0.000879708,-0.00380296,-0.0104496,-0.012963,-0.00674725,0.00887273,
-0.00996018,-0.00638107,0.00122893,-0.00507585,-0.00439233,0.00659437,-0.00842678,-0.0053808,-0.00595931,-0.00297694,-0.00453815,0.00468091,
-0.00922724,0.00295523,0.00187316,-0.00475009,-0.000190907,0.00465836,-0.00453217,-0.00663709,-0.00179326,-0.00715596,-0.0058704,-0.00369509,
-0.0110703,0.0100375,0.00187371,-0.00442448,-0.00178486,0.00240092,-0.0109384,-0.00370873,0.00848754,0.00122117,0.00342146,0.00145154,
-0.00679725,0.0119683,-0.00424244,-0.00281125,-0.00370119,0.00658283,-0.0183092,-0.00593223,0.0103959,0.00315994,-0.00563734,0.00241397,
-0.00767616,0.0132549,-0.00230982,-0.00377367,-0.000788836,0.00432641,-0.0153767,-0.00815671,0.0110148,0.00413341,0.00140102,0.0162551,
-0.0030832,0.0148632,0.00380826,0.00299042,-0.00206219,0.00528991,-0.0166285,-0.0142457,0.00487131,0.000278336,-0.005726,0.0204391,
-0.00106709,0.0119641,-0.00230722,-0.00151354,-0.00301407,-0.000184939,-0.0223866,-0.0203359,0.00677498,-0.0058297,-0.00158495,0.0243021,
0.00738633,0.0126063,0.00155773,0.00267487,0.000218815,0.00850614,-0.0210611,-0.0209547,0.00964326,-0.00421044,-0.00227291,0.0226931,
-0.00122488,0.00616564,-0.00198175,0.00332189,-0.0020218,0.00238834,-0.0287493,-0.0193216,0.0118666,-0.00226849,0.00283423,0.0226946,
0.00271774,0.00616371,0.00445923,0.00396889,0.00185399,0.00399758,-0.0235589,-0.023807,0.00732821,0.00353755,0.00440018,0.022697,
0.00118524,0.00390809,0.000598319,0.00332813,-0.000387613,0.00142197,-0.0209433,-0.0189581,0.0156667,0.00322755,0.00596632,0.0272073,
0.00576734,4.26739e-05,-0.00261845,-0.000853974,-0.00166389,0.00206617,-0.0196148,-0.0263449,0.0127366,-0.000622906,0.0052791,0.016265,
-0.00639405,4.04744e-05,0.00285749,0.00269055,-0.00551622,0.00528623,-0.0118465,-0.0250413,0.00916213,0.000356739,0.0126407,0.0210982,
-0.0105096,-0.00124958,0.00382651,0.00365958,-0.00196438,0.00593107,-0.00697481,-0.0247055,0.00462136,4.96385e-05,0.011632,0.00597124,
-0.0162377,-0.00736886,-0.000999154,-0.00148825,-0.00613966,0.000459271,-0.00596548,-0.0269474,-0.00088556,0.00682634,0.0128771,-0.0175261,
-0.0116668,0.00260888,0.00479955,0.00334418,0.00224029,0.00368013,0.00438122,-0.0250061,-0.00478301,0.00426785,0.0125128,-0.0490722,
-0.024484,-0.00383251,-0.000991392,-0.00180354,-0.000326289,0.00175008,0.00378301,-0.02693,-0.00449535,0.00718354,0.00989504,-0.0509999,
-0.0202418,0.00195981,0.00319815,0.00335094,-0.00257141,0.000142106,0.00833707,-0.0237049,-0.0135441,0.0117102,0.000838634,-0.0474551,
-0.0205102,0.000669344,0.000949112,0.000134997,-0.0015976,-0.00210968,0.00999495,-0.0220914,-0.00520785,0.0281499,-0.00628599,-0.0297453,
-0.011446,0.00259823,0.000953936,0.00271407,0.000663517,-0.00436145,0.0132639,-0.017904,-0.00266643,0.0268841,-0.00793753,-0.0274893,
-0.0194485,0.000985688,0.00578815,0.00271768,-0.00737798,0.00014754,0.0181439,-0.0121086,0.00502635,0.0220782,-0.00926709,-0.0220145,
-0.015543,0.0009828,0.00579347,0.00433105,-0.000932525,0.000471209,0.014333,-0.00792441,0.00692457,0.0185613,-0.0144599,-0.023301,
-0.0155048,-0.000307911,0.00161379,-0.00757708,-0.00350188,-0.000814951,0.0172844,-0.00374151,0.00399418,0.012792,-0.0222284,-0.0149298,
-0.0122511,0.00644987,0.00677064,0.00272885,4.52506e-05,0.000152318,0.0263541,0.00752297,0.00943491,0.00766772,-0.0200166,-0.007203,
-0.0144744,0.000973805,-0.00159388,-0.00306228,-0.00574433,0.00498268,0.0161089,0.00172353,0.0123008,0.00866138,-0.0229559,-0.00816903,
-0.0141263,0.0025804,0.00195362,0.00112685,0.000377586,0.00240812,0.0164892,0.00944483,0.012914,-0.000646134,-0.0130175,-0.00366238,
-0.0118505,-0.00257385,2.82496e-05,-0.00756166,-0.00444687,-0.00113258,0.0113979,0.0139461,0.01385,0.0006713,-0.00565464,0.0143656,
-0.00217418,-1.56305e-06,0.00132242,-0.00401632,0.00103051,-0.00145421,0.012103,0.0168371,0.0131773,-0.00766875,0.00235227,0.0137208,
-0.0105306,0.00385841,0.000363075,-0.00336841,-0.00154094,0.000155396,0.00958994,0.0139328,0.0224858,-0.00860346,0.00231082,0.0220902,
-0.0111645,0.00192335,0.000691561,0.00114287,-0.00185905,0.000154833,0.00900979,0.0193987,0.0253565,-0.00824981,-0.00191561,0.0169381,
-0.0134121,-0.00323124,-0.00541876,-0.00271627,0.00168593,-0.00435343,0.00971854,0.0132747,0.0169604,-0.00338846,0.0031946,0.0133957,
-0.0127661,0.000950395,6.08272e-05,0.00276099,0.00716239,-0.0069306,0.0117161,0.0187404,0.0191895,-0.00850688,0.00283218,-0.00366814,
-0.0114802,-0.00677994,-0.00411787,-0.00270768,0.00104877,-0.0082206,0.00148082,0.00553365,0.00339093,-0.00428862,0.00343606,-0.0223416,
-0.0217881,-0.00195466,-0.00378942,0.00212591,0.00298359,-0.00436017,0.00669956,0.0184043,-0.00983106,-0.0100502,0.00275268,-0.0236302,
-0.0240511,-0.00646583,-0.00635852,0.000842722,0.00588412,-0.00822703,7.14305e-06,0.0132463,-0.0075988,-0.00422172,0.00657707,-0.0130067,
-0.0173035,0.00254445,-0.00442052,0.000525497,0.00363351,-0.00887517,0.00490521,0.0151712,-0.0111605,-0.0109487,0.00589491,-0.0165485,
-0.0189299,0.00254023,-0.00280455,0.000852306,0.00395837,-0.00662655,0.0043307,0.0135551,-0.00216551,0.000675124,0.00617926,-0.0126853,
-0.0228134,0.00317977,-0.010525,0.00375481,0.00460512,-0.00341283,-0.00171651,0.0116172,-0.00894471,-0.00186635,0.00549851,-0.019124,
-0.0231588,0.00446307,0.000105124,0.000540581,0.00203241,-0.00631675,0.00125083,0.00646009,-0.0176546,9.94476e-05,0.007716,-0.020733,
-0.0173903,0.00703402,0.000433012,0.00827256,0.00525461,-0.000850915,-0.0035084,0.00838596,-0.0112323,0.00142142,-0.00551893,-0.0191219,
-0.00582981,0.00896096,-0.00342444,0.00119538,-0.00343507,-0.00246854,-0.0050483,-0.00256565,-0.00577481,0.00274343,-0.0123142,-0.0178321,
-0.00908132,0.0124975,-0.00019926,0.0012011,0.00075289,0.00106419,-0.00433484,0.00225809,0.000971422,-0.00494895,-0.0100942,-0.00527343,
-0.00332093,0.00186834,-0.000837463,0.00313866,-0.00149803,-0.00216459,-0.00523145,0.000965069,0.00546508,0.000880191,-0.00433197,0.00503275,
0.0053347,0.00540447,-0.000187968,0.00282278,0.00365569,-0.00378436,-0.00290911,0.00256965,0.00191124,-0.00391482,-0.00500761,0.00664775,
0.0162419,0.000569864,0.000783409,0.00476067,0.00430218,-0.00572678,-0.000587375,0.000311025,0.00737285,0.00223609,0.00172242,0.00633253,
0.0104064,-0.00587473,-0.00404022,0.00412317,0.00527057,-0.00573823,-0.00953432,0.00320353,0.00349925,-0.00255915,0.000404972,0.00537503,
0.016803,-0.0110319,0.00143825,0.00123221,0.000443954,-0.00188704,-0.00914578,0.00416441,0.00670949,5.01124e-05,0.00617137,0.0237358,
0.0183692,-0.0200527,0.0030534,0.00156079,0.00270001,-0.000612027,-0.0122995,-2.5786e-05,0.00348203,8.36521e-05,0.0045343,0.039523,
0.0237975,-0.0232789,-0.000804491,-0.00519325,0.000448804,-0.00416676,-0.0132007,-0.0109768,-0.001354,-0.000526907,9.76251e-07,0.0533806,
0.0147373,-0.0242519,0.00499588,-0.00132313,0.00109499,0.00258006,-0.0160347,-0.0142013,0.00346938,0.000793944,0.00416138,0.0540407,
0.0101835,-0.0310202,-0.00626668,-0.00582344,-0.00437581,-0.000331943,-0.0133968,-0.0187137,0.0044306,0.00211453,0.00993283,0.0569566,
0.0120678,-0.0284525,0.000821471,-0.000665436,0.00238706,-2.50536e-05,-0.0130138,-0.018397,0.00829046,-0.00139432,0.0128082,0.0630941,
0.0113759,-0.0294264,-0.00174862,-0.00484372,-0.00437175,-0.0022942,-0.00876871,-0.0138953,0.0279266,0.000569524,0.0166508,0.0669802,
0.0116493,-0.0233178,0.00147628,-0.00419284,0.00013726,0.000587251,-0.00806633,-0.012935,0.0353301,-0.00487165,0.0179193,0.0486542,
0.0112784,-0.0175311,-0.00173762,-0.00128834,-0.00147078,-0.00297058,-0.00800918,-0.00746751,0.0408031,-0.00194272,0.0204769,0.0415981,
0.0131608,-0.0101345,-0.00430758,-0.00095936,0.00110627,-0.00073386,-0.0121386,-0.00103427,0.0340432,-0.000623907,0.0191728,0.0271388,
0.0102138,-0.00660106,-0.00237028,-0.0048156,0.00303926,-0.00751189,-0.00146012,-0.00232759,0.0308256,-0.00381271,0.0130408,0.0200856,
0.010486,0.00530339,0.00407429,0.00195228,0.00625984,-0.00109064,-0.00398258,-0.00329888,0.0253552,0.00330018,0.0040128,0.00176542,
-0.00115374,0.000145541,-0.00654396,-0.000938079,0.00207556,-0.00368407,-0.00360892,-0.000406721,0.00765163,0.00139823,0.000780995,-0.00592997,
-0.000881747,0.00464677,0.000544716,0.00357627,-0.000499232,-0.00241445,-0.000339118,0.00956837,-0.0110174,-0.00372364,0.00237955,-0.0207077,
-0.00318535,0.00399791,-0.00363444,0.000685993,0.00336459,-0.0046864,-0.0012559,0.0134268,-0.019706,0.00306584,0.00494509,-0.0309781,
0.000949889,0.0120427,0.000235116,-0.00477978,0.00433067,-0.00277327,-0.00861283,0.0143881,-0.0190583,0.00116235,-0.000214893,-0.0702236,
-0.0113339,0.0136499,-0.00136816,0.00102247,0.00207705,-0.00246996,-0.00566892,0.0217886,-0.0248497,-0.000419758,9.91564e-05,-0.0798508,
-0.0055888,0.0191219,0.000248195,-0.00122378,0.000788957,8.6892e-05,-0.0123845,0.0304773,-0.0567186,0.00250475,-0.0037711,-0.0753132,
-0.00724824,0.0188006,0.00186478,-0.00186026,0.00432965,-0.00250732,-0.00268235,0.0230692,-0.0853686,-0.00133213,-0.000879702,-0.0353628,
-0.00407835,0.0265296,0.00348163,0.00362022,0.000465313,0.00198125,-0.00263964,0.0259636,-0.080859,0.00126921,-0.00152887,-0.0153737,
